  11 the	general	form	of
   1 only	command	knowledge	were
   1 only	command	knowledge	command
   1 only	command	knowledge	as
   1 only	command	knowledge	and
   1 only	command	instruction	all
   1 only	art	students	the
   1 online	tutoring	systems	e
   1 online	intelligent	help	systems
   1 online	instruction	of	strategies
   1 online	applications	and	files
   1 ones	identified	in	our
   1 one-by-one	in	order	to
   1 one	way	to	perform
   1 one	they	found	that
   1 one	style	using	the
   1 one	msword	task	did
   1 one	month	was	high
   1 one	month	later	to
   1 one	month	furthermore	an
   1 one	instance	however	despite
   1 one	have	led	researchers
   1 one	group	was	given
   1 one	extra	day	of
   1 one	explanation	is	that
   1 one	each	in	unix
   1 one	demonstrated	but	required
   1 one	can	argue	that
   1 once	commands	such	as
   1 on	transfer	we	performed
   1 on	transfer	of	skills
   1 on	their	own	a
   1 on	the	web	bhavnani
   1 on	the	task	at
   1 on	the	screen	this
   1 on	the	screen	the
   1 on	the	screen	by
   1 on	the	screen	before
   1 on	the	screen	because
   1 on	the	screen	addresses
   1 on	the	posttest	would
   1 on	the	interface	and
   1 on	the	in-class	exams
   1 on	the	general	nature
   1 on	the	general	functions
   1 on	the	design	of
   1 on	teaching	pertinent	commands
   1 on	teaching	how	to
   1 on	teaching	computer	commands
   1 on	teaching	a	set
   1 on	strategy-based	instruction	we
   1 on	strategy-based	instruction	to
   1 on	strategy-based	instruction	began
   1 on	strategic	knowledge	without
   1 on	paper	these	tasks
   1 on	our	five	years
   1 on	our	experience	in
   1 on	methods	to	perform
   1 on	learning	to	use
   1 on	learning	4	1
   1 on	input	from	the
   1 on	how	to	assemble
   1 on	how	best	to
   1 on	four	powers	of
   1 on	examples	illustrating	their
   1 on	effective	and	efficient
   1 on	each	table	and
   1 on	each	individual	strategy
   1 on	directly-instructed	strategies	see
   1 on	delivering	strategy	instruction
   1 on	command	knowledge	and
   1 on	command	instructions	for
   1 on	chi-square	tests	on
   1 on	an	exam	required
   1 on	a	transfer	task
   1 on	a	t-test	of
   1 on	a	page	because
   1 on	a	new	population
   1 on	a	chi-square	test
   1 on	4	general	functions
   1 often	leads	users	to
   1 often	does	not	happen
   1 often	been	criticized	for
   1 often	be	achieved	when
   1 often	annoying	dialogs	with
   1 offered	to	explain	this
   1 off	the	effort	to
   1 off	experimental	control	a
   1 of	zoom	use	could
   1 of	width	of	several
   1 of	whom	were	undergraduate
   1 of	which	demonstrated	the
   1 of	when	and	how
   1 of	what	to	teach
   1 of	western	australia	4
   1 of	view	parts	of
   1 of	value	to	the
   1 of	using	the	styles
   1 of	using	the	split
   1 of	using	the	command
   1 of	using	strategy-based	instruction
   1 of	users	performing	real-world
   1 of	users	in	many
   1 of	unix	history	files
   1 of	unix	doane	et
   1 of	two	pairs	of
   1 of	trading	off	experimental
   1 of	time	users	should
   1 of	time	furthermore	as
   1 of	time	as	the
   1 of	time	as	in
   1 of	three	sets	of
   1 of	these	was	tightly
   1 of	these	strategy	opportunities
   1 of	these	real-world	tasks
   1 of	these	experiments	showed
   1 of	them	recognized	the
   1 of	them	acquire	the
   1 of	their	instantiation	across
   1 of	the	users	modified
   1 of	the	users	because
   1 of	the	user	modifying
   1 of	the	total	87
   1 of	the	total	84
   1 of	the	tasks	that
   1 of	the	studies	had
   1 of	the	students	taking
   1 of	the	students	in
   1 of	the	strategybased	instruction
   1 of	the	strategy-based	instruction
   1 of	the	strategy	that
   1 of	the	strategy	other
   1 of	the	strategy	in
   1 of	the	strategy	by
   1 of	the	strategy	and
   1 of	the	strategies	can
   1 of	the	strategies	bhavnani
   1 of	the	strategic	knowledge
   1 of	the	split-window	command
   1 of	the	seven	strategies
   1 of	the	secondary	instructor
   1 of	the	screen	capture
   1 of	the	same	strategy
   1 of	the	same	document
   1 of	the	retention	test
   1 of	the	prototype	as
   1 of	the	proportions	t
   1 of	the	problem	consider
   1 of	the	power	of
   1 of	the	posttest	tasks
   1 of	the	original	class
   1 of	the	nature	of
   1 of	the	location	goal
   1 of	the	knowledge	to
   1 of	the	knowledge	components
   1 of	the	interface	and
   1 of	the	instructional	framework
   1 of	the	instructional	design
   1 of	the	imparted	knowledge
   1 of	the	handle	exceptions
   1 of	the	following	two
   1 of	the	final	exam
   1 of	the	features	of
   1 of	the	faculty	an
   1 of	the	existing	cmu
   1 of	the	exam	we
   1 of	the	dreamweaver	teaching
   1 of	the	differences	between
   1 of	the	data	first
   1 of	the	data	as
   1 of	the	course	were
   1 of	the	course	material
   1 of	the	course	implementation
   1 of	the	computer	screen
   1 of	the	classroom	through
   1 of	the	class	only
   1 of	the	applicationspecific	strategy
   1 of	the	application-specific	strategy
   1 of	the	aforementioned	two
   1 of	the	above	strategy
   1 of	the	9	strategies
   1 of	the	12	strategy
   1 of	testing	our	approach
   1 of	teaching	users	how
   1 of	teaching	such	applications
   1 of	teaching	strategy-based	instruction
   1 of	teaching	application-general	strategic
   1 of	tasks	were	13
   1 of	tasks	that	warrants
   1 of	tasks	one	each
   1 of	tasks	like	the
   1 of	tasks	involving	different
   1 of	tasks	in	a
   1 of	task	characteristics	is
   1 of	table	i	to
   1 of	table	i	task
   1 of	systems	that	take
   1 of	such	iteration	strategies
   1 of	style	use	and
   1 of	style	here	a
   1 of	students	from	each
   1 of	students	exploiting	those
   1 of	structure	and	improvisation
   1 of	strategy-based	instruction	which
   1 of	strategy-based	instruction	is
   1 of	strategy	use	for
   1 of	strategy	use	comparable
   1 of	strategy	opportunities	f/k
   1 of	strategies	through	our
   1 of	strategies	that	could
   1 of	strategies	for	use
   1 of	strategies	can	be
   1 of	strategies	and	is
   1 of	strategies	3	approaches
   1 of	strategic	skill	to
   1 of	strategic	knowledge	without
   1 of	strategic	knowledge	over
   1 of	strategic	knowledge	after
   1 of	strategic	knowledge	across
   1 of	splitting	the	window
   1 of	split	window	and
   1 of	skills	bossock	and
   1 of	skills	2	2
   1 of	simple	tasks	steps
   1 of	simple	tasks	step
   1 of	similar	tasks	furthermore
   1 of	several	adjacent	columns
   1 of	setup	costs	to
   1 of	scrolling	step	7
   1 of	scrolling	back	and
   1 of	robustness	is	critical
   1 of	research	related	to
   1 of	performing	this	task
   1 of	our	study	was
   1 of	our	strategy-based	instructional
   1 of	our	strategy	and
   1 of	our	research	we
   1 of	our	research	program
   1 of	our	research	on
   1 of	our	analysis	we
   1 of	our	analysis	a
   1 of	other	students	in
   1 of	other	strategies	step
   1 of	only	art	students
   1 of	one	they	found
   1 of	objects	organization	strategies
   1 of	nursing	at	the
   1 of	most	computer	screens
   1 of	michigan	were	randomly
   1 of	michigan	we	had
   1 of	michigan	the	nursing
   1 of	michigan	frederick	a
   1 of	michigan	and	to
   1 of	merely	observing	passively
   1 of	manipulations	that	can
   1 of	making	users	more
   1 of	making	explicit	the
   1 of	learning	by	using
   1 of	knowledge	to	use
   1 of	knowledge	that	were
   1 of	knowledge	is	critical
   1 of	knowledge	can	often
   1 of	knowledge	1	the
   1 of	knowing	how	to
   1 of	key	strategies	bhavnani
   1 of	its	contents	similarly
   1 of	iteration	provided	by
   1 of	interconnected	objects	for
   1 of	instruction	which	were
   1 of	instruction	per	application
   1 of	instruction	most	users
   1 of	information	such	as
   1 of	information	and	correctly
   1 of	improving	command	knowledge
   1 of	how	to	use
   1 of	how	to	design
   1 of	how	the	strategy
   1 of	how	particular	applicationspecific
   1 of	higher-level	editing	tasks
   1 of	guidelines8	of	how
   1 of	guided	discovery	our
   1 of	guided	discovery	e
   1 of	guided	discovery	by
   1 of	freshman	art	students
   1 of	extending	strategy-based	instruction
   1 of	experience	using	the
   1 of	experience	in	using
   1 of	experience	and	despite
   1 of	errors	bhavnani	and
   1 of	efficient	strategies	within
   1 of	each	student	2
   1 of	each	statistical	comparison
   1 of	each	column	the
   1 of	domains	such	as
   1 of	dividing	a	window
   1 of	different	instructional	approaches
   1 of	design	implementation	evaluation
   1 of	dealing	with	exceptions
   1 of	days	had	the
   1 of	dates	each	of
   1 of	data	1	screen-capture
   1 of	control	prevented	us
   1 of	computers	which	were
   1 of	computers	to	teach
   1 of	computers	to	modify
   1 of	computers	to	display
   1 of	computers	to	construct
   1 of	computers	and	how
   1 of	computer	literacy	to
   1 of	computer	literacy	halaris
   1 of	computer	applications	they
   1 of	computer	applications	suresh
   1 of	computer	applications	such
   1 of	computer	applications	our
   1 of	computer	applications	is
   1 of	computer	applications	are
   1 of	computer	applications	2
   1 of	computer	applications	
   1 of	complex	computer	applications
   1 of	commands	to	the
   1 of	commands	then	immediately
   1 of	commands	their	location
   1 of	commands	step	3
   1 of	commands	in	the
   1 of	commands	executed	by
   1 of	commands	and	were
   1 of	commands	and	practice
   1 of	commands	accordingly	we
   1 of	command-knowledge	cmu-2	as
   1 of	command	knowledge	the
   1 of	command	knowledge	in
   1 of	colorado	and	frederick
   1 of	cmu-2	were	similar
   1 of	changing	the	width
   1 of	between	40-70	and
   1 of	being	transferable	across
   1 of	attempting	to	change
   1 of	arts	students	furthermore
   1 of	art	students	and
   1 of	applications	unix	msword
   1 of	applications	bhavnani	and
   1 of	appendix-a	shows	the
   1 of	and	conditions	under
   1 of	an	instructional	approach
   1 of	an	existing	seven-week
   1 of	all	the	strategies
   1 of	active	processing	whereby
   1 of	a	wide	range
   1 of	a	unix	directory
   1 of	a	teaching	approach
   1 of	a	task	from
   1 of	a	table	at
   1 of	a	strategy	to
   1 of	a	strategy	in
   1 of	a	strategy	framework
   1 of	a	strategy	bossock
   1 of	a	small	set
   1 of	a	self-selection	bias
   1 of	a	new	task
   1 of	a	msword	document
   1 of	a	minimalist	strategy
   1 of	a	long	word
   1 of	a	list	of
   1 of	a	higher-level	task
   1 of	a	document	by
   1 of	a	command	while
   1 of	9	strategies	based
   1 of	50	minutes	each
   1 of	24	and	25
   1 of	1	5	hours
   1 occur	in	our	exploratory
   1 observing	passively	how	others
   1 observed	users	had	few
   1 observed	experienced	spreadsheet	users
   1 observe	how	architects	were
   1 observation	of	users	performing
   1 objects	that	need	to
   1 objects	that	are	connected
   1 objects	organization	strategies	exploit
   1 objects	for	example	the
   1 objects	e	g	words
   1 objects	as	in	most
   1 nursing	school	with	minimal
   1 nursing	faculty	requested	that
   1 nursing	at	the	university
   1 numerous	studies	have	shown
   1 numerous	approaches	for	teaching
   1 numbers	or	graphic	elements
   1 numbers	of	students	from
   1 numbers	of	students	exploiting
   1 numbers	of	interconnected	objects
   1 numbered	list	however	in
   1 numbered	list	and	automatically
   1 number	of	users	in
   1 now	describe	how	we
   1 novice	users	these	two
   1 notion	of	teaching	application-general
   1 not	using	effective	and
   1 not	use	effective	and
   1 not	unique	to	authoring
   1 not	unambiguous	for	instance
   1 not	they	used	the
   1 not	teach	the	strategy
   1 not	teach	the	general
   1 not	taught	as	it
   1 not	take	it	this
   1 not	table	i	shows
   1 not	students	recognized	the
   1 not	see	the	details
   1 not	require	extra	time
   1 not	require	explicit	instruction
   1 not	receive	any	instruction
   1 not	provide	guidance	on
   1 not	motivating	for	the
   1 not	motivate	the	use
   1 not	motivate	students	in
   1 not	investigated	in	the
   1 not	have	these	graphic
   1 not	harm	the	acquisition
   1 not	happen	spontaneously	just
   1 not	easily	lead	users
   1 not	definitive	because	we
   1 not	considered	an	application
   1 not	change	their	methods
   1 not	be	maintained	when
   1 not	be	done	because
   1 not	be	compelling	to
   1 not	affect	their	grade
   1 not	acquire	the	knowledge
   1 not	acquire	strategic	knowledge
   1 not	acquire	efficient	and
   1 not	acquire	effective	and
   1 not	a	critical	factor
   1 nor	the	strategy	group
   1 nor	have	they	been
   1 nontechnical	majors	and	3
   1 nontechnical	majors	3	did
   1 none	of	the	studies
   1 none	of	the	differences
   1 nonadjacent	items	from	the
   1 nonadjacent	bulleted	items	from
   1 non-technical	majors	2	4
   1 non-optimal	however	are	more
   1 nominallevel	data	for	each
   1 nolen	1996	2003	we
   1 no	time	limit	given
   1 no	systematic	studies	that
   1 no	significant	differences	between
   1 no	significant	difference	existed
   1 no	general	strategy	instruction
   1 no	attempts	to	teach
   1 nine	strategies	in	a
   1 nine	effective	and	efficient
   1 nicholls	1989	nolen	1996
   1 next	set	of	commands
   1 next	phase	we	tested
   1 new	window	to	perform
   1 new	window	and	zoom
   1 new	window	and	then
   1 new	uses	of	technology
   1 new	university	context	with
   1 new	task	step	2
   1 new	task	prior	research
   1 new	strategies	as	new
   1 new	realworld	context	usually
   1 new	powers	of	computer
   1 new	populations	and	that
   1 new	populations	and	in
   1 new	population	to	test
   1 new	population	of	arts
   1 new	population	because	the
   1 new	population	and	with
   1 new	instructors	and	enable
   1 new	file	to	define
   1 new	file	and	an
   1 new	contexts	and	how
   1 new	context	with	a
   1 new	context	we	conducted
   1 new	context	this	loss
   1 new	context	section	4
   1 new	context	led	to
   1 new	context	just	as
   1 new	context	in	addition
   1 new	context	had	three
   1 new	computer	application	and
   1 new	applications	to	new
   1 new	applications	real-world	classroom
   1 new	applications	and	to
   1 new	applications	and	populations
   1 new	applications	and	in
   1 new	applications	3	1
   1 new	application	to	develop
   1 new	application	this	demonstrated
   1 new	application	improves	significantly
   1 new	application	furthermore	we
   1 new	application	and	to
   1 new	application	and	a
   1 never	receive	instruction	on
   1 neither	the	command	app-specific
   1 neither	case	has	there
   1 needs	to	explore	more
   1 needs	to	explore	how
   1 needed	to	investigate	how
   1 needed	for	a	strategy
   1 need	to	teach	strategies
   1 need	to	teach	effective
   1 need	to	share	a
   1 need	to	compare	the
   1 need	to	better	understand
   1 need	to	be	compared
   1 need	to	be	brought
   1 need	to	be	addressed
   1 need	for	instruction	represents
   1 need	for	computer	literacy
   1 need	and	process	of
   1 necessary	to	execute	the
   1 necessary	for	transferring	that
   1 necessary	for	transfer	across
   1 necessary	for	the	effective
   1 necessary	for	its	use
   1 necessary	because	msword	sometimes
   1 nature	of	tasks	that
   1 nature	of	effective	and
   1 national	research	council	2000
   1 n	50	3	99
   1 myers	1989	mccade	2001
   1 must	recognize	specific	characteristics
   1 must	learn	to	recognize
   1 must	exist	a	method
   1 must	be	a	selection
   1 music	these	tasks	were
   1 music	files	the	commands
   1 multiple	times	with	different
   1 multiple	examples	of	the
   1 multiple	contexts	by	first
   1 much	research	has	focused
   1 much	more	strategy	use
   1 much	more	difficult	to
   1 much	earlier	when	we
   1 msword	while	the	command
   1 msword	we	did	not
   1 msword	to	test	if
   1 msword	to	create	a
   1 msword	through	the	use
   1 msword	then	excel	and
   1 msword	task	did	not
   1 msword	style	command	strategy
   1 msword	sometimes	automatically	assigns
   1 msword	msexcel	and	dreamweaver
   1 msword	included	an	opportunity
   1 msword	for	either	group
   1 msword	enables	the	computer
   1 msword	document	by	using
   1 msword	and	msexcel	this
   1 msword	and	msexcel	the
   1 msword	and	msexcel	posttest
   1 msword	and	msexcel	as
   1 msword	and	excel	the
   1 msexcel	this	result	suggests
   1 msexcel	this	command	is
   1 msexcel	the	strategy-based	implementation
   1 msexcel	required	the	students
   1 msexcel	posttest	tasks	used
   1 msexcel	or	msword	for
   1 msexcel	macro	files	these
   1 msexcel	however	the	strategy
   1 msexcel	file	containing	a
   1 msexcel	both	groups	were
   1 msexcel	as	shown	in
   1 msexcel	are	learned	the
   1 msexcel	and	dreamweaver	the
   1 moving	the	items	these
   1 moved	to	the	university
   1 move	3	nonadjacent	bulleted
   1 motivation	when	they	are
   1 motivating	for	the	students
   1 motivating	for	students	who
   1 motivating	and	relevant	to
   1 motivating	3	2	effect
   1 motivated	the	use	of
   1 motivated	by	several	empirical
   1 motivate	the	use	of
   1 motivate	students	in	the
   1 mostly	focused	on	teaching
   1 most	web	site	designers
   1 most	users	persist	in
   1 most	users	need	to
   1 most	users	do	not
   1 most	users	can	easily
   1 most	performance-improvement	methods	these
   1 most	part	merely	learning
   1 most	of	the	users
   1 most	of	the	strategies
   1 most	computer	screens	for
   1 most	cases	automatic	detection
   1 most	authoring	tools	instead
   1 more	users	effective	and
   1 more	strategy	use	the
   1 more	research	is	needed
   1 more	recently	researchers	have
   1 more	recently	fu	and
   1 more	recent	research	which
   1 more	precise	understanding	of
   1 more	likely	to	not
   1 more	fine-grained	view	of
   1 more	extensive	transfer	conditions
   1 more	efficiently	few	opportunities
   1 more	efficient	and	less
   1 more	efficient	and	effective
   1 more	effective	strategies	bhavnani
   1 more	difficult	to	learn
   1 more	cost	effective	for
   1 more	closely	what	makes
   1 more	beneficial	when	they
   1 more	accurate	comparison	of
   1 month	was	high	in
   1 month	later	to	explore
   1 month	furthermore	an	exploratory
   1 modifying	the	exception	however
   1 modifying	each	column	the
   1 modify	their	widths	and
   1 modify	the	exception	back
   1 modify	text	was	generalized
   1 modify	tables	which	are
   1 modify	objects	that	are
   1 modify	many	columns	with
   1 modify	distant	parts	of
   1 modify	columns	in	a
   1 modified	using	the	insert
   1 modified	the	column	widths
   1 modified	and	executed	the
   1 modified	all	the	dependent
   1 modifications	to	the	instructional
   1 modifications	discussed	in	section
   1 modification	of	its	contents
   1 modeling	helped	to	pinpoint
   1 modeling	guided	us	towards
   1 model	the	knowledge	required
   1 miss	opportunities	to	use
   1 minutes	each	for	unix
   1 minimalist	strategy	manual	that
   1 minimalist	documentation	carroll	et
   1 minimal	functionality	a	credible
   1 minimal	effort	our	main
   1 milson	1989	anderson	2000
   1 might	need	to	compare
   1 might	learn	from	the
   1 might	have	the	added
   1 might	explain	the	higher
   1 might	conspire	against	users
   1 might	benefit	from	explicit
   1 might	benefit	by	also
   1 might	be	useful	to
   1 middle	of	the	same
   1 michigan	were	randomly	divided
   1 michigan	we	had	the
   1 michigan	the	nursing	faculty
   1 michigan	our	goal	led
   1 michigan	frederick	a	peck
   1 michigan	art	students	2
   1 michigan	and	to	the
   1 methods	to	use	them
   1 methods	to	use	computer
   1 methods	to	perform	spreadsheet
   1 methods	to	perform	complex
   1 methods	to	perform	common
   1 methods	to	do	the
   1 methods	to	become	experts
   1 methods	to	analyze	the
   1 methods	this	approach	can
   1 methods	these	strategies	trade
   1 methods	that	are	task-specific
   1 methods	suggested	by	the
   1 methods	provide	immediate	incremental
   1 methods	over	time	unfortunately
   1 methods	nor	have	they
   1 methods	made	explicit	in
   1 methods	just	by	learning
   1 methods	in	work	environments
   1 methods	in	real-world	tasks
   1 methods	if	they	succeed
   1 methods	for	using	computer
   1 methods	e	g	using
   1 methods	e	g	doing
   1 methods	can	explicit	instruction
   1 methods	as	strategies	to
   1 methods	are	inefficient	for
   1 methods	are	highly	inefficient
   1 methods	and	do	not
   1 method	with	operators	to
   1 method	were	collected	5
   1 method	used	to	analyze
   1 method	to	sequence	different
   1 method	to	perform	a
   1 method	to	execute	the
   1 method	to	compare	different
   1 method	of	scrolling	step
   1 method	of	performing	this
   1 method	of	how	to
   1 method	of	dealing	with
   1 method	is	therefore	efficient
   1 method	is	general	because
   1 method	in	a	practice
   1 method	for	experiment	with
   1 method	for	completing	the
   1 method	for	cmu-2	was
   1 method	for	cmu-2	the
   1 method	for	cmu-1	the
   1 method	for	bringing	three
   1 method	finally	the	students
   1 method	fails	to	achieve
   1 method	avoids	the	time-consuming
   1 merely	observing	passively	how
   1 merely	non-optimal	however	are
   1 merely	learning	commands	does
   1 mellon	university	numerous	studies
   1 mellon	university	cmu	this
   1 medium	and	style	of
   1 measured	by	mean	scores
   1 meaningful	and	relevant	to
   1 mean	scores	on	the
   1 mean	proportions	for	both
   1 mean	proportion	72	89
   1 mean	proportion	72	44
   1 mean	proportion	58	33
   1 mean	proportion	37	25
   1 mean	for	strategy	group
   1 mean	for	command	group
   1 mean	95	47	t
   1 mean	86	71	strategy
   1 mccade	2001	eisenberg	and
   1 may	take	an	entire
   1 may	not	be	maintained
   1 may	be	insufficiently	motivating
   1 may	be	important	to
   1 may	be	easily	acquired
   1 maximum	of	1	5
   1 math	and	reading	we
   1 material	was	disseminated	to
   1 material	could	be	delivered
   1 material	by	the	school
   1 material	bhavnani	and	john
   1 many	well-designed	pages	each
   1 many	users	have	difficulty
   1 many	user	tests	of
   1 many	studies	see	singley
   1 many	strategies	our	experiments
   1 many	short	bulleted	lists
   1 many	researchers	e	g
   1 many	other	users	persist
   1 many	organizations	to	rapidly
   1 many	modifications	to	the
   1 many	elements	rather	than
   1 many	computer	applications	for
   1 many	columns	with	an
   1 many	cognitive	cultural	and
   1 manuals	either	focus	on
   1 manually	creating	a	numbered
   1 manual	that	would	provide
   1 manual	calculations	in	the
   1 manipulations	that	can	be
   1 manipulation	finally	visualization	strategies
   1 manipulation	allowed	us	to
   1 making	users	more	effective
   1 making	statistical	comparisons	with
   1 making	explicit	the	conditions
   1 makes	certain	strategy	opportunities
   1 make	more	users	effective
   1 make	more	effective	and
   1 make	many	modifications	to
   1 majors	and	3	is
   1 majors	3	did	not
   1 majors	2	4	1
   1 major	i	e	each
   1 major	differences	that	tested
   1 maintained	when	the	contents
   1 maintain	the	tabular	organization
   1 maintain	the	organization	of
   1 mainly	to	provide	a
   1 main	instructor	taught	the
   1 main	instructor	and	a
   1 main	difficulty	was	in
   1 made	users	aware	of
   1 made	to	engage	in
   1 made	explicit	the	conditions
   1 made	explicit	in	instructional
   1 macro	files	these	files
   1 luchins	and	luchins	1970
   1 luchins	1970	flemming	et
   1 lowest	temperature	in	a
   1 loss	of	control	prevented
   1 looking	web	site	that
   1 looking	back	our	research
   1 looking	at	each	student
   1 longer	periods	p	119
   1 longer	periods	of	time
   1 long	word	processing	document
   1 long	time	span	reduces
   1 long	set-up	times	exceeding
   1 long	document	with	many
   1 logs	which	consisted	of
   1 location	goal	and	process
   1 location	and	the	methods
   1 location	and	the	method
   1 locate	the	strategy	just
   1 livingston	1989	palinscar	1998
   1 little	technical	background	finally
   1 little	research	in	identifying
   1 literature	review	of	effective
   1 literature	anderson	2000	p
   1 literacy	to	new	uses
   1 literacy	in	undergraduate	education
   1 literacy	halaris	and	sloan
   1 lists	the	students	were
   1 lists	step	6	the
   1 lists	for	example	the
   1 lists	and	asked	to
   1 list	the	instructors	provided
   1 list	of	commands	executed
   1 list	of	commands	and
   1 list	in	the	document
   1 list	however	in	most
   1 list	and	automatically	converting
   1 linked	to	dependent	data
   1 linked	to	a	common
   1 limited	screen	space	of
   1 limit	given	to	the
   1 likely	to	not	change
   1 likely	to	change	a
   1 like	to	explore	how
   1 like	the	previous	one
   1 like	the	ones	identified
   1 like	inferring	that	a
   1 like	help	and	user
   1 library	4	one	msword
   1 leverage	the	spacing	effect
   1 lessons	related	to	1
   1 lessons	learned	throughout	the
   1 less	error-prone	to	set
   1 less	control	brown	1992
   1 less	control	because	retention
   1 left	the	computer	laboratory
   1 left	12	opportunities	to
   1 lee	and	barnard	1993
   1 led	us	to	organize
   1 led	us	to	identify
   1 led	to	requests	for
   1 led	to	nominallevel	data
   1 led	to	insights	of
   1 led	researchers	to	conclude
   1 least	one	style	using
   1 learning	we	also	wished
   1 learning	to	use	the
   1 learning	the	method	of
   1 learning	strategies	in	the
   1 learning	how	to	use
   1 learning	how	to	select
   1 learning	e	g	charney
   1 learning	commands	more	research
   1 learning	commands	for	example
   1 learning	commands	does	not
   1 learning	by	using	strategies
   1 learning	by	students	bereiter
   1 learning	4	1	strategies
   1 learned	throughout	the	process
   1 learned	the	alternate	methods
   1 learned	that	applications	varied
   1 learned	that	an	effective
   1 learned	that	a	few
   1 learned	step	5	then
   1 learned	lessons	related	to
   1 learned	in	teaching	strategy-based
   1 learn	to	recognize	that
   1 learn	strategies	without	harming
   1 learn	from	the	same
   1 learn	from	the	interface
   1 learn	effective	and	efficient
   1 learn	because	real-world	users
   1 leads	users	to	become
   1 leading	to	the	einstellung
   1 lead	users	to	acquire
   1 lead	to	improved	learning
   1 lead	to	complex	carroll
   1 lead	to	a	reduction
   1 latter	was	tested	in
   1 later	to	explore	how
   1 later	teaching	the	commands
   1 last	strategy	in	appendix-a
   1 last	20	years	researchers
   1 large	spreadsheet	containing	temperature
   1 large	numbers	of	interconnected
   1 large	number	of	users
   1 large	documents	containing	text
   1 lack	of	zoom	use
   1 lack	of	effective	and
   1 laboratory	to	ensure	that
   1 laboratory	the	tasks	were
   1 laboratory	studies	which	show
   1 laboratory	and	consisted	of
   1 l	there	was	a
   1 l	in	table	ii
   1 knowledge	without	harming	the
   1 knowledge	without	also	teaching
   1 knowledge	while	there	has
   1 knowledge	were	used	to
   1 knowledge	was	significantly	higher
   1 knowledge	was	retained	even
   1 knowledge	to	use	the
   1 knowledge	to	use	computer
   1 knowledge	to	recognize	such
   1 knowledge	to	make	more
   1 knowledge	to	improve	information-seeking
   1 knowledge	to	detect	characteristics
   1 knowledge	to	be	imparted
   1 knowledge	through	the	process
   1 knowledge	the	second	experiment
   1 knowledge	that	were	important
   1 knowledge	that	we	have
   1 knowledge	that	they	can
   1 knowledge	that	provides	knowledge
   1 knowledge	should	be	taught
   1 knowledge	required	to	use
   1 knowledge	over	time	in
   1 knowledge	our	final	prototype
   1 knowledge	our	approach	of
   1 knowledge	of	the	tasks
   1 knowledge	of	the	location
   1 knowledge	of	how	particular
   1 knowledge	of	commands	accordingly
   1 knowledge	nicholls	1989	nolen
   1 knowledge	necessary	for	the
   1 knowledge	may	be	important
   1 knowledge	it	was	called
   1 knowledge	is	critical	in
   1 knowledge	in	our	next
   1 knowledge	in	multiple	contexts
   1 knowledge	for	example	while
   1 knowledge	explicitly	before	they
   1 knowledge	dominating	current	performance
   1 knowledge	could	be	retained
   1 knowledge	components	we	now
   1 knowledge	components	therefore	we
   1 knowledge	components	taught	in
   1 knowledge	components	strategy	group
   1 knowledge	components	required	to
   1 knowledge	components	3	implemented
   1 knowledge	components	1	command
   1 knowledge	command	group	to
   1 knowledge	can	often	be
   1 knowledge	between	the	two
   1 knowledge	at	regular	and
   1 knowledge	as	we	have
   1 knowledge	as	discussed	previously
   1 knowledge	and	only	the
   1 knowledge	and	application-specific	strategic
   1 knowledge	and	4	did
   1 knowledge	after	one	month
   1 knowledge	across	applications	the
   1 knowledge	across	all	the
   1 knowledge	2	benefits	students
   1 knowledge	2	5	summary
   1 knowledge	2	4	4
   1 knowledge	1	the	transfer
   1 knowing	how	to	implement
   1 knowing	commands	however	we
   1 knowing	commands	charman	and
   1 know	when	to	use
   1 know	when	to	divide
   1 know	how	to	execute
   1 klahr	and	carver	1988
   1 king	1993	and	computer-aided
   1 kind	of	manipulations	that
   1 kieras	1996	analysis	of
   1 key	strategies	bhavnani	and
   1 k	l	in	table
   1 k	bhavnani	university	of
   1 k	and	l	there
   1 just	too	inefficient	to
   1 just	taught	with	a
   1 just	taught	was	abstracted
   1 just	taught	in	their
   1 just	practiced	to	efficiently
   1 just	learned	step	5
   1 just	from	knowing	how
   1 just	by	learning	how
   1 just	as	in	the
   1 johnson	2002	the	in-class
   1 john	and	kieras	1996
   1 john	2000	this	process
   1 john	2000	that	might
   1 john	2000	similarly	propagation
   1 john	2000	revealed	that
   1 john	2000	observation	of
   1 john	2000	have	shown
   1 john	1998	furthermore	it
   1 john	1998	and	a
   1 john	1996	bhavnani	1998
   1 j	k	l	in
   1 j	k	and	l
   1 iv	there	were	no
   1 itself	in	its	application-specific
   1 its	use	within	an
   1 its	transfer	across	applications
   1 its	original	width	this
   1 its	location	and	the
   1 its	general	form	this
   1 its	general	form	finally
   1 its	contents	similarly	data
   1 its	content	for	example
   1 its	application-specific	form	if
   1 iterative	task	to	be
   1 iterations	at	the	nursing
   1 iteration	strategies	found	that
   1 iteration	strategies	are	more
   1 iteration	provided	by	most
   1 items	these	discussions	made
   1 it	would	not	be
   1 it	with	the	inefficient
   1 it	was	not	considered
   1 it	was	important	to
   1 it	was	extended	to
   1 it	was	designed	to
   1 it	was	called	the
   1 it	this	result	suggests
   1 it	this	article	describes
   1 it	strategically	within	msword
   1 it	reduces	task	time
   1 it	reduces	errors	in
   1 it	out	in	the
   1 it	out	in	a
   1 it	might	be	useful
   1 it	may	be	insufficiently
