  10 than	or	equal	to
   1 methodology	used	to	conduct
   1 methodology	to	understand	the
   1 methodology	this	study	analyzed
   1 methodology	and	applications	in
   1 method	over	another	in
   1 method	is	used	to
   1 method	eda	tukey	1977
   1 metadata	in	addition	to
   1 met	that	is	when
   1 met	simultaneously	6	3
   1 messick	1976	witkin	et
   1 messick	1976	it	has
   1 mertik	et	al	2004
   1 menu	more	than	6
   1 menu	map	index	and
   1 menu	less	than	or
   1 menu	in	addition	each
   1 menu	hierarchical	map	and
   1 menu	between	field-dependent	students
   1 members	of	one	cluster
   1 members	belonging	to	the
   1 media	such	as	text
   1 measuring	field	dependence	in
   1 measures	what	riding	and
   1 measures	in	phase	ii
   1 measures	among	the	attributes
   1 measurement	of	these	eight
   1 measured	rather	than	being
   1 measure	students	cognitive	styles
   1 measure	of	intelligence	or
   1 measure	field	dependence	including
   1 means	vector	of	each
   1 means	to	locate	particular
   1 meaningful	relationships	between	items
   1 meaningful	information	the	findings
   1 mean	vectors	of	the
   1 mean	values	and	standard
   1 mean	is	closest	in
   1 mean	differences	using	the
   1 mean	and	standard	deviation
   1 mean	1	4	standard
   1 mean	1	0	standard
   1 mayer	2002	this	might
   1 may	not	interfere	with
   1 may	lead	to	improved
   1 may	lead	to	distinctive
   1 may	explain	the	results
   1 may	be	the	major
   1 may	be	due	to
   1 may	be	assigned	to
   1 may	be	a	reflection
   1 may	2008	results	field-independent
   1 maximum	of	90	minutes
   1 maximize	variability	between	clusters
   1 maximally	to	the	members
   1 maulik	2002	another	evaluation
   1 mathematic	science	bohen	et
   1 materials	over	the	web
   1 materials	from	the	computation
   1 materials	are	not	easily
   1 material	with	human	content
   1 material	the	wbi	program
   1 material	that	provides	illustrations
   1 material	scarsbrook	et	al
   1 mateos	et	al	2002
   1 masiello	et	al	2005
   1 marked	response	keys	riding
   1 marchionini	1995	an	analysis
   1 maps	to	cluster	handicraft
   1 maps	are	the	most
   1 maps	and	support	vector
   1 maps	among	these	the
   1 map	which	applies	a
   1 map	visited	fewer	pages
   1 map	to	build	the
   1 map	or	frequently	used
   1 map	index	and	the
   1 map	frame	is	always
   1 map	frame	in	doing
   1 map	frame	and	the
   1 map	frame	6	2
   1 map	field-dependent	students	can
   1 map	field-dependent	learners	in
   1 map	browsed	many	more
   1 map	and	the	number
   1 map	and	the	main
   1 map	and	the	alphabetical
   1 map	and	looked	at
   1 map	an	alphabetical	index
   1 many	repeated	visits	frequently
   1 many	pages	made	many
   1 many	more	times	than
   1 many	more	times	in
   1 many	more	times	and
   1 many	more	pages	to
   1 many	more	pages	conversely
   1 many	more	pages	and
   1 many	dimensions	to	cognitive
   1 many	commercial	data	mining
   1 mall	furthermore	ayan	et
   1 making	clear	the	nature
   1 make	use	of	externally
   1 make	sure	that	the
   1 majority	of	field-dependent	learners
   1 major	source	for	their
   1 major	issue	in	identifying
   1 major	function	of	data
   1 major	factor	that	influences
   1 major	factor	influencing	students
   1 major	exploratory	data	analysis
   1 major	categories	clustering	classification
   1 mainly	used	to	find
   1 mainly	relied	on	traditional
   1 mainly	emerge	in	cluster
   1 mainly	chosen	by	field-dependent
   1 main	window	for	field-independent
   1 main	menu	less	than
   1 main	menu	in	addition
   1 main	menu	hierarchical	map
   1 main	menu	between	field-dependent
   1 main	goal	of	the
   1 main	difference	between	statistical
   1 main	body	of	the
   1 main	advantage	of	csa
   1 made	some	repeated	visits
   1 made	several	child	nodes
   1 made	many	repeated	visits
   1 made	it	is	worth
   1 made	in	the	design
   1 made	few	repeated	visits
   1 made	about	the	structure
   1 macro	and	micro	levels
   1 macredie	2004	this	type
   1 macredie	2004	gender	differences
   1 macredie	2004	and	permit
   1 macredie	2002	which	examined
   1 macredie	2002	this	may
   1 machines	it	would	be
   1 machine	and	selforganization	maps
   1 lyons-lawrence	1994	the	detailed
   1 lowest	wa	score	mean
   1 looking	at	the	overview
   1 looked	at	the	examples
   1 look	at	examples	while
   1 look	at	detailed	descriptions
   1 long-page	condition	whereas	field-dependent
   1 logs	of	various	internet
   1 logs	and	initially	went
   1 logical	domains	on	the
   1 log	file	were	also
   1 log	file	the	students
   1 locating	information	especially	for
   1 located	at	the	top
   1 locate	particular	information	without
   1 liu	brunel	university	web-based
   1 liu	and	kellam	2003
   1 literature	of	individual	differences
   1 list	of	11	recent
   1 links	within	the	text
   1 links	were	traced	and
   1 links	and	subject	categories
   1 link	bell	et	al
   1 linear	learning	conversely	field-dependent
   1 linear	fashion	wbi	programs
   1 likely	to	make	use
   1 like	to	get	a
   1 lies	in	the	goal
   1 lies	in	the	differences
   1 liegle	and	janicki	2006
   1 library	a	number	of
   1 libraries	search	engines	and
   1 liaw	and	huang	2006
   1 li	and	shue	2004
   1 li	2005	the	value
   1 li	2003	web-based	instruction
   1 levels	the	results	from
   1 levels	of	their	prior
   1 levels	of	their	previous
   1 level	the	frequency	of
   1 level	the	entire	modeling
   1 level	shows	that	students
   1 level	of	p	0
   1 level	of	field	dependence
   1 lets	field-independent	students	have
   1 lest	they	irritate	field-independent
   1 less	than	0	5
   1 left-brained	global-holistic	versus	focused-detailed
   1 left	side	while	the
   1 lee	and	yang	2003
   1 lee	1992	in	this
   1 lectures	and	further	by
   1 leaves	or	branches	quinlan
   1 learning	these	learning	patterns
   1 learning	there	was	no
   1 learning	the	purpose	of
   1 learning	systems	ford	2000
   1 learning	strategies	versatile	learners
   1 learning	strategies	are	more
   1 learning	performance	larkin-hein	and
   1 learning	patterns	within	a
   1 learning	patterns	whose	features
   1 learning	patterns	which	can
   1 learning	patterns	whereas	those
   1 learning	patterns	using	other
   1 learning	patterns	this	implies
   1 learning	patterns	the	significant
   1 learning	patterns	the	results
   1 learning	patterns	the	decision
   1 learning	patterns	showed	by
   1 learning	patterns	section	6
   1 learning	patterns	post-hoc	analysis
   1 learning	patterns	or	if
   1 learning	patterns	of	three
   1 learning	patterns	of	students
   1 learning	patterns	of	different
   1 learning	patterns	it	is
   1 learning	patterns	is	needed
   1 learning	patterns	instead	of
   1 learning	patterns	in	wbi
   1 learning	patterns	in	total
   1 learning	patterns	in	the
   1 learning	patterns	in	an
   1 learning	patterns	in	addition
   1 learning	patterns	in	a
   1 learning	patterns	however	this
   1 learning	patterns	however	it
   1 learning	patterns	field-independent	students
   1 learning	patterns	cognitive	styles
   1 learning	patterns	but	can
   1 learning	patterns	because	cognitive
   1 learning	patterns	based	on
   1 learning	patterns	are	significantly
   1 learning	patterns	are	not
   1 learning	patterns	are	analyzed
   1 learning	patterns	appear	in
   1 learning	patterns	among	different
   1 learning	patterns	3	3
   1 learning	pattern	one	possible
   1 learning	paths	and	choosing
   1 learning	opportunities	for	everyone
   1 learning	material	with	human
   1 learning	lee	1992	in
   1 learning	in	addition	to
   1 learning	impersonal	abstract	materials
   1 learning	from	examples	unlike
   1 learning	f	4	60
   1 learning	environments	on	the
   1 learning	conversely	field-dependent	students
   1 learning	clustering	a	major
   1 learning	and	thus	browse
   1 learning	agent	to	model
   1 learners	within	each	cluster
   1 learners	who	have	far
   1 learners	who	have	acquired
   1 learners	which	are	presented
   1 learners	were	given	control
   1 learners	visited	some	pages
   1 learners	visited	many	pages
   1 learners	visited	few	pages
   1 learners	to	see	both
   1 learners	therefore	individual	differences
   1 learners	the	core	of
   1 learners	quintana	et	al
   1 learners	point	of	view
   1 learners	performance	and	increase
   1 learners	often	accessed	the
   1 learners	of	cluster	2
   1 learners	of	cluster	1
   1 learners	n	14	56
   1 learners	n	12	57
   1 learners	intermediate	learners	of
   1 learners	individual	characteristics	chou
   1 learners	in	the	future
   1 learners	in	the	breadth-first
   1 learners	have	different	preferences
   1 learners	have	different	characteristics
   1 learners	frequently	examined	the
   1 learners	finally	conclusions	are
   1 learners	based	on	their
   1 learners	are	offered	a
   1 learners	are	grouped	according
   1 learners	are	given	the
   1 learners	also	echo	their
   1 learnercentered	studies	have	shown
   1 learner-centered	design	is	especially
   1 learner-centered	design	approach	jolliffe
   1 learner	is	able	to
   1 learner	diversity	has	been
   1 learner	control	were	available
   1 learn	which	in	turn
   1 learn	to	allow	students
   1 leaning	patterns	within	wbi
   1 leaf	otherwise	it	is
   1 lead	to	improved	learning
   1 lead	to	distinctive	learning
   1 lead	to	different	cognitive
   1 layout	which	allows	multiple
   1 latter	used	both	clustering
   1 latter	use	clustering	and
   1 latter	is	aimed	at
   1 larkin-hein	and	budny	2001
   1 larger	sample	to	provide
   1 large	we	ran	the
   1 large	tree	is	created
   1 large	dataset	cunningham	and
   1 large	amounts	of	data
   1 lacks	practical	instruction	because
   1 lack	of	deep	analysis
   1 lack	of	concrete	guidance
   1 known	so	that	such
   1 known	relationship	moss	and
   1 known	as	knowledge	discovery
   1 knowledge	wang	and	dwyer
   1 knowledge	to	subject	content
   1 knowledge	of	the	subject
   1 knowledge	into	an	activity
   1 knowledge	in	order	to
   1 knowledge	discovery	in	databases
   1 knowledge	are	better	at
   1 knowledge	and	gender	differences
   1 kinds	of	correlations	in
   1 kim	et	al	2002
   1 keys	riding	and	grimley
   1 key	issue	of	field
   1 key	factors	for	the
   1 key	design	elements	of
   1 kellam	2003	in	other
   1 kass	1980	and	c4
   1 k-means	the	number	k
   1 k-means	is	sensitive	to
   1 k-means	is	one	of
   1 k-means	clustering	and	decision
   1 k-means	algorithm	with	self
   1 k-means	algorithm	was	employed
   1 k-means	algorithm	to	discover
   1 k-means	algorithm	the	support
   1 k-means	algorithm	the	decision
   1 k-means	algorithm	is	an
   1 k-means	algorithm	has	been
   1 k-means	algorithm	for	data
   1 k-means	algorithm	and	classification
   1 k	of	clusters	is
   1 k	new	centroids	for
   1 k	new	centroids	a
   1 k	in	advance	this
   1 k	cluster	centers	assigns
   1 k	centroids	centers	one
   1 k	3	according	to
   1 k	2	10	the
   1 judge	as	either	the
   1 journals	finally	it	would
   1 jolliffe	et	al	2001
   1 janicki	2006	while	their
   1 iv	in	addition	pearson
   1 itself	to	uncover	relationships
   1 itself	and	the	learners
   1 its	existing	approaches	and
   1 its	easy	understanding	and
   1 its	analysis	therefore	it
   1 iterative	approach	hand	et
   1 items	or	features	that
   1 items	each	comprising	a
   1 items	containing	pairs	of
   1 it	would	be	valuable
   1 it	would	be	interesting
   1 it	with	the	closest
   1 it	was	only	one
   1 it	then	progresses	to
   1 it	suggests	that	they
   1 it	seems	unlikely	that
   1 it	reflects	how	well
   1 it	refers	to	a
   1 it	is	the	recalculation
   1 it	is	suitable	to
   1 it	is	still	inconclusive
   1 it	is	inconclusive	as
   1 it	is	easy	to
   1 it	is	called	a
   1 it	is	an	internal
   1 it	is	a	well-known
   1 it	has	also	been
   1 it	corresponds	to	information
   1 it	can	discover	regularities
   1 it	can	be	argued
   1 issues	in	using	the
   1 issued	to	students	in
   1 issue	of	field	dependence
   1 issue	is	that	k-means
   1 issue	in	identifying	differences
   1 issue	has	been	investigated
   1 is	when	there	is
   1 is	useful	when	one
   1 is	used	to	simplify
   1 is	used	to	generate
   1 is	used	to	discover
   1 is	to	user	of
   1 is	to	use	a
   1 is	to	show	both
   1 is	to	help	analyze
   1 is	to	group	learners
   1 is	to	ensure	that
   1 is	to	discover	relationships
   1 is	to	define	k
   1 is	to	construct	a
   1 is	to	bring	together
   1 is	to	allow	the
   1 is	their	separate	tendencies
   1 is	the	recalculation	procedure
   1 is	the	process	of
   1 is	the	frequency	of
   1 is	that	three	intermediate
   1 is	that	one	needs
   1 is	that	k-means	is
   1 is	that	it	is
   1 is	that	individuals	possessing
   1 is	that	fielddependent	competence
   1 is	that	field-independent	students
   1 is	tested	by	analyzing
   1 is	suitable	to	test
   1 is	structured	as	follows
   1 is	still	inconclusive	whether
   1 is	sought	the	former
   1 is	sensitive	to	how
   1 is	selected	to	analyze
   1 is	satisfactory	for	the
   1 is	required	to	judge
   1 is	represented	by	a
   1 is	represented	as	a
   1 is	relevant	to	their
   1 is	related	to	tasks
   1 is	recognized	as	a
   1 is	r	0	81
   1 is	put	in	the
   1 is	positively	measured	rather
   1 is	one	such	technology
   1 is	often	used	to
   1 is	obtained	from	different
   1 is	not	to	be
   1 is	not	large	we
   1 is	not	a	measure
   1 is	no	statistical	significance
   1 is	no	significant	negative
   1 is	no	further	change
   1 is	needed	that	combines
   1 is	necessary	to	extract
   1 is	necessary	to	conduct
   1 is	met	that	is
   1 is	made	several	child
   1 is	k-means	clustering	and
   1 is	inconclusive	as	to
   1 is	in	accordance	with
   1 is	identifying	the	cognitive
   1 is	identified	as	far
   1 is	fixed	before	the
   1 is	especially	important	because
   1 is	equivalent	to	field
   1 is	easy	to	understand
   1 is	displayed	with	a
   1 is	data	mining	data
   1 is	created	from	the
   1 is	contained	in	a
   1 is	concerned	with	the
   1 is	concerned	this	study
   1 is	coherent	with	those
   1 is	closest	in	a
   1 is	capable	of	a
   1 is	called	a	leaf
   1 is	beneficial	to	field-dependent
   1 is	because	one	can
   1 is	based	on	the
   1 is	based	on	a
   1 is	asked	to	indicate
   1 is	appropriate	to	reveal
   1 is	an	internal	node
   1 is	an	interdisciplinary	area
   1 is	an	algorithm	that
   1 is	always	visible	and
   1 is	aimed	at	finding
   1 is	able	to	restructure
   1 is	a	well-known	classification
   1 is	a	useful	tool
   1 is	a	task	requiring
   1 is	a	significant	factor
   1 is	a	significant	difference
   1 is	a	secondary	window
   1 is	a	possible	replication
   1 is	a	need	to
   1 is	a	lack	of
   1 is	a	classification	tree
   1 irritate	field-independent	students	who
   1 irrelevant	attributes	are	the
   1 investigates	how	cognitive	styles
   1 investigates	a	specific	research
   1 investigated	in	this	study
   1 investigated	by	a	number
   1 investigate	the	relationships	between
   1 introduction	with	the	rapid
   1 introduction	to	the	functionality
   1 into	two	or	more
   1 into	three	major	categories
   1 into	six	sections	interface
   1 into	relevant	parts	goodenough
   1 into	individual	differences	has
   1 into	groups	of	similar
   1 into	four	display	options
   1 into	finer	subsets	until
   1 into	an	activity	by
   1 into	account	to	extract
   1 interpretation	of	this	finding
   1 interpretation	is	that	individuals
   1 interpret	data	effectively	data
   1 internet	treatment	than	in
   1 internet	skills	necessary	to
   1 internet	shopping	mall	furthermore
   1 internet	f	3	61
   1 internet	banking	web	sites
   1 internet	and	computer-aided	learning
   1 internal	vs	external	the
   1 internal	referents	and	restructuring
   1 internal	references	on	the
   1 internal	node	in	this
   1 internal	frame	of	reference
   1 intermediate	students	the	sixth
   1 intermediate	students	the	fourth
   1 intermediate	students	the	eighth
   1 intermediate	students	had	wa
   1 intermediate	students	and	the
   1 intermediate	in	this	study
   1 intermediate	cognitive	style	combine
   1 interfere	with	field-independent	students
   1 interface	elements	included	a
   1 interests	miller	and	escolme
   1 interests	for	tv	program
   1 interesting	to	see	whether
   1 interesting	hypotheses	can	be
   1 interdisciplinary	area	that	encompasses
   1 interdependencies	hidden	in	the
   1 interdependencies	can	be	discovered
   1 interactions	with	the	program
   1 interaction	vol	15	no
   1 interaction	detection	chaid	kass
   1 interacted	with	the	wbi
   1 intelligent	technologies	one	of
   1 intelligence	or	ability	rose
   1 integrated	approach	utilizing	both
   1 integrated	approach	that	combines
   1 integrated	approach	is	to
   1 integrated	approach	for	modeling
   1 integrate	the	analysis	of
   1 insufficient	data	analysis	a
   1 instruments	work	as	a
   1 instruments	used	in	this
   1 instruments	the	experimental	design
   1 instruments	research	instruments	work
   1 instruments	have	been	developed
   1 instrument	for	measuring	field
   1 instructional	technology	depends	on
   1 instructional	strategies	for	optimal
   1 instructional	materials	over	the
   1 instructional	material	the	wbi
   1 instructional	delivery	modes	and
   1 instruction	yamda	et	al
   1 instruction	wbi	programs	which
   1 instruction	wbi	has	become
   1 instruction	technology	marchionini	1995
   1 instruction	programs	present	information
   1 instruction	programs	a	wbi
   1 instruction	program	should	be
   1 instruction	program	over	the
   1 instruction	because	they	have
   1 instruction	a	cognitive	style
   1 instead	of	the	best
   1 instances	the	number	of
   1 instances	of	each	cluster
   1 instances	determines	whether	the
   1 instances	clusters	can	be
   1 instances	assigned	to	different
   1 initially	went	through	a
   1 initially	assigned	this	can
   1 initial	centroids	following	that
   1 initial	and	large	tree
   1 informed	that	they	could
   1 information	without	going	through
   1 information	they	are	more
   1 information	the	findings	in
   1 information	that	is	relevant
   1 information	that	is	related
   1 information	technology	the	world
   1 information	technology	statistical	analyses
   1 information	so	they	tend
   1 information	selected	from	the
   1 information	riding	and	rayner
   1 information	repositories	li	and
   1 information	reiff	1996	and
   1 information	processing	habits	representing
   1 information	needs	of	both
   1 information	liaw	and	huang
   1 information	is	obtained	from
   1 information	is	displayed	with
   1 information	is	based	on
   1 information	into	relevant	parts
   1 information	in	a	linear
   1 information	in	a	global
   1 information	from	raw	data
   1 information	from	large	amounts
   1 information	extraction	these	tasks
   1 information	especially	for	the
   1 information	contained	in	data
   1 information	based	on	the
   1 information	are	better	at
   1 information	about	selected	objects
   1 information	about	a	particular
   1 influential	role	in	student
   1 influencing	students	learning	patterns
   1 influences	student	learning	patterns
   1 influenced	by	their	cognitive
   1 influenced	by	the	opinions
   1 influenced	by	others	and
   1 influence	their	choices	could
   1 influence	learning	patterns	is
   1 inferred	from	poor	field-independent
   1 infer	the	functions	of
   1 inexperienced	in	the	subject
   1 individuals	who	rely	more
   1 individuals	wa	scores	of
   1 individuals	tend	to	exhibit
   1 individuals	prefer	to	organize
   1 individuals	possessing	an	intermediate
   1 individuals	have	more	theoretical
   1 individuals	are	considered	to
   1 individuals	and	students	scoring
   1 individualistic	behaviors	since	they
   1 individual	who	uses	a
   1 individual	user	s	typical
   1 individual	parts	within	a
   1 individual	is	required	to
   1 individual	is	capable	of
   1 individual	is	asked	to
   1 individual	differences	the	study
   1 individual	differences	have	a
   1 individual	differences	has	mushroomed
   1 individual	differences	but	it
   1 individual	differences	arguably	become
   1 individual	differences	are	key
   1 individual	characteristics	chou	and
   1 indicates	that	students	who
   1 indicated	that	there	were
   1 indicated	that	cognitive	style
   1 indicate	whether	or	not
   1 indicate	that	there	is
   1 index	which	provides	users
   1 index	the	common	irrelevant
   1 index	no	significant	differences
   1 index	many	more	times
   1 index	looked	at	the
   1 index	frame	would	be
   1 index	frame	to	select
   1 index	frame	the	hierarchical
   1 index	frame	in	other
   1 index	could	have	been
   1 index	conversely	field-dependent	students
   1 index	by	themselves	while
   1 index	browsed	many	more
   1 index	and	the	other
   1 index	and	looked	at
   1 index	and	examined	the
   1 index	and	a	main
   1 independent	variable	was	the
   1 independent	groups	pearson	s
   1 independence	these	individuals	tend
   1 independence	the	csa	measures
   1 independence	and	field	dependence
   1 increasingly	developed	in	educational
   1 increasingly	attractive	to	educational
   1 increase	their	satisfaction	
   1 increase	student	motivation	to
   1 incorrectly	classified	instances	the
   1 inconsistency	is	that	three
   1 inconclusive	whether	field-independent	and
   1 inconclusive	as	to	their
   1 including	their	previous	experience
   1 including	their	gender	the
   1 including	the	total	number
   1 including	the	group	embedded
   1 including	main	menu	hierarchical
   1 including	information	technology	statistical
   1 including	decision	trees	the
   1 including	a	hierarchical	map
   1 includes	two	subtests	figure
   1 includes	three	aspects	theory
   1 included	about	75	pages
   1 included	a	wbi	program
   1 included	a	a	title
   1 include	easy	updating	of
   1 include	cognitive	styles	workman
   1 in	which	the	learners
   1 in	which	learners	often
   1 in	which	all	damaged
   1 in	web-based	instruction	a
   1 in	wbi	in	total
   1 in	wbi	and	whether
   1 in	wbi	and	present
   1 in	using	the	k-means
   1 in	using	computers	the
   1 in	turn	might	produce
   1 in	turn	may	lead
   1 in	tree-structured	representations	a
   1 in	transaction	records	of
   1 in	this	way	the
   1 in	this	way	participants
   1 in	this	vein	this
   1 in	this	table	it
   1 in	this	study	was
   1 in	this	study	the
   1 in	this	study	suggest
   1 in	this	study	included
   1 in	this	study	field-independent
   1 in	this	study	field-dependent
   1 in	this	study	categorizations
   1 in	this	decision	tree
   1 in	this	case	three
   1 in	this	case	there
   1 in	this	case	a
   1 in	this	article	focuses
   1 in	this	article	an
   1 in	this	algorithm	in
   1 in	these	two	analyses
   1 in	these	eight	rules
   1 in	their	quantity	of
   1 in	their	preferences	may
   1 in	their	learning	patterns
   1 in	the	wbi	program
   1 in	the	use	of
   1 in	the	system	they
   1 in	the	subject	content
   1 in	the	students	cognitive
   1 in	the	short-page	condition
   1 in	the	selection	of
   1 in	the	second	phase
   1 in	the	same	group
   1 in	the	programs	as
   1 in	the	processing	of
   1 in	the	previous	section
   1 in	the	main	window
   1 in	the	long-page	condition
   1 in	the	literature	of
   1 in	the	internet	treatment
   1 in	the	hierarchical	map
   1 in	the	goal	that
   1 in	the	geft	the
   1 in	the	future	the
   1 in	the	form	of
   1 in	the	following	5
   1 in	the	first	phase
   1 in	the	experiment	a
   1 in	the	differences	between
   1 in	the	design	process
   1 in	the	delivery	of
   1 in	the	data	wang
   1 in	the	cd-rom	and
   1 in	the	assignment	of
   1 in	the	alphabetical	index
   1 in	the	aforementioned	three-data
   1 in	that	they	integrate
   1 in	that	clusters	from
   1 in	terms	of	theory
   1 in	terms	of	their
   1 in	terms	of	the
   1 in	terms	of	instructional
   1 in	terms	of	customer
   1 in	table	vii	where
   1 in	table	iii	to
   1 in	table	ii	3
   1 in	student	learning	patterns
   1 in	separating	the	individual
   1 in	section	7	2
   1 in	section	4	it
   1 in	section	4	can
   1 in	section	4	2
   1 in	section	3	3
   1 in	section	2	we
   1 in	real-world	applications	ahola
   1 in	phase	iii	the
   1 in	phase	ii	an
   1 in	phase	i	an
   1 in	pearson	s	correlations
   1 in	particular	they	have
   1 in	particular	there	has
   1 in	our	study	the
   1 in	other	words	this
   1 in	other	words	such
   1 in	other	words	information
   1 in	other	words	differences
   1 in	other	words	classification
   1 in	order	to	prove
   1 in	order	to	make
   1 in	order	to	discover
   1 in	order	to	determine
   1 in	order	to	design
   1 in	order	to	conduct
   1 in	one	place	for
   1 in	need	of	external
   1 in	lectures	and	further
   1 in	learning	patterns	among
   1 in	k-means	the	number
   1 in	its	analysis	therefore
   1 in	identifying	differences	between
   1 in	general	support	previous
   1 in	educational	settings	the
   1 in	educational	settings	are
   1 in	each	of	the
   1 in	doing	so	we
   1 in	doing	so	hidden
   1 in	doing	so	field-independent
   1 in	different	ways	field-dependent
   1 in	detail	the	first
   1 in	deepening	their	understandings
   1 in	databases	this	approach
   1 in	databases	fayyad	and
   1 in	databases	data	warehouses
   1 in	data	hand	1999
   1 in	data	chou	1991
   1 in	data	cho	et
   1 in	cognitive	styles	may
   1 in	cluster	2	in
   1 in	cluster	1	in
   1 in	both	analyses	the
   1 in	any	order	however
   1 in	an	iterative	approach
   1 in	an	empirical	study
   1 in	an	analytical	fashion
   1 in	advance	this	prerequisite
   1 in	addition	to	their
   1 in	addition	to	the
   1 in	addition	to	illustrating
   1 in	addition	these	studies
   1 in	addition	the	different
   1 in	addition	the	csa
   1 in	addition	several	design
   1 in	addition	pearson	s
   1 in	addition	each	topic
   1 in	addition	baeza-yates	et
   1 in	accordance	with	that
   1 in	a	window	at
   1 in	a	tree	structure
   1 in	a	table	3
   1 in	a	log	file
   1 in	a	linear	fashion
   1 in	a	large	dataset
   1 in	a	global	fashion
   1 in	a	euclidean	distance
   1 in	a	complex	one
   1 improved	learning	performance	larkin-hein
   1 improve	the	usability	and
   1 improve	the	development	of
   1 impose	the	use	of
   1 impose	needless	barriers	to
   1 important	features	to	classify
   1 important	effects	on	students
   1 important	consideration	a	number
   1 important	because	wbi	programs
   1 important	and	second	most
   1 importance	the	findings	of
   1 importance	of	versatility	in
   1 importance	of	cognitive	styles
   1 implies	that	wbi	programs
   1 implications	for	system	design
   1 implemented	in	real-world	applications
   1 impersonal	abstract	materials	are
   1 impact	on	the	use
   1 images	on	the	web
   1 illustrations	with	practical	cases
   1 illustration	with	examples	for
   1 illustrating	the	students	learning
   1 illustrate	the	relationships	among
   1 illustrate	the	needs	of
   1 illustrate	the	concepts	with
   1 iii	to	help	them
   1 iii	the	classification	performance
   1 ii	an	error-based	pruning
   1 ii	3	1	2
   1 ignored	for	example	what
   1 if	there	are	statistically
   1 if	then	rules	li
   1 if	the	contents	of
   1 if	suitable	considerations	are
   1 if	other	human	factors
   1 if	a	node	is
   1 identifying	the	cognitive	styles
   1 identifying	differences	between	field-independent
   1 identify	whether	cognitive	style
   1 identify	their	personal	background
   1 identify	the	statistical	significance
   1 identify	the	relationships	between
   1 identified	in	section	7
   1 identified	as	one	of
   1 identification	of	the	students
   1 idea	of	the	different
   1 iceberg	of	what	might
   1 i	presents	a	list
   1 i	e	anova	and
   1 i	an	initial	and
   1 hypothesis	with	statistical	analyses
   1 hypotheses	or	existing	knowledge
   1 hypotheses	can	be	found
   1 hypertext	link	bell	et
   1 hypermedia	techniques	which	have
   1 human	factors	such	as
   1 human	factors	for	each
   1 human	factors	among	the
   1 human	factor	that	directed
   1 human	content	are	more
   1 huge	amount	of	data
   1 huang	2006	in	particular
   1 hsu	et	al	2003
   1 hsu	and	schwen	2003
   1 however	this	study	only
   1 however	these	windows	can
   1 however	these	correlations	are
   1 however	the	number	of
   1 however	it	was	only
   1 however	field-dependent	students	felt
   1 how	well	a	learner
   1 how	they	work	see
   1 how	similar	the	behavior
   1 how	objects	may	be
   1 how	new	cases	will
   1 how	individuals	prefer	to
   1 how	different	the	behavior
   1 how	cognitive	styles	influence
   1 how	cognitive	styles	affect
   1 how	clusters	are	initially
   1 hornby	1997	was	applied
   1 hobbs	1999	in	this
   1 hit	more	often	on
   1 highlighted	in	the	hierarchical
   1 highlight	previous	work	on
   1 highest	wa	score	mean
   1 higher	online	technologies	self-efficacy
   1 higher	grades	than	field-dependent
   1 hierarchical	maps	are	the
   1 hierarchical	map	which	applies
   1 hierarchical	map	visited	fewer
   1 hierarchical	map	to	build
   1 hierarchical	map	or	frequently
   1 hierarchical	map	frame	is
   1 hierarchical	map	frame	in
   1 hierarchical	map	frame	and
   1 hierarchical	map	frame	6
   1 hierarchical	map	field-dependent	students
   1 hierarchical	map	browsed	many
   1 hierarchical	map	and	looked
   1 hierarchical	map	an	alphabetical
   1 hidden	relationships	patterns	and
   1 hidden	patterns	in	data
   1 hidden	in	the	data
   1 hidden	in	data	hand
   1 heterogeneous	backgrounds	in	terms
   1 here	--field	independence	these
   1 hence	they	only	pay
   1 hence	they	browse	fewer
   1 helpful	to	students	in
   1 help	them	use	the
   1 help	analyze	understand	or
   1 held	on	different	days
   1 hedberg	1995	gargano	and
   1 heavily	on	external	cues
   1 have	used	the	c4
   1 have	similar	purchase	behavior
   1 have	shown	that	individual
   1 have	shown	that	field-independent
   1 have	shown	that	different
   1 have	on	students	learning
   1 have	more	theoretical	and
   1 have	more	difficulties	in
   1 have	important	effects	on
   1 have	higher	online	technologies
   1 have	great	potential	for
   1 have	global	perceptions	witkin
   1 have	freedom	for	navigation
   1 have	far	more	heterogeneous
   1 have	different	purposes	the
   1 have	different	preferences	in
   1 have	different	preferences	for
   1 have	different	learning	patterns
   1 have	different	characteristics	that
   1 have	developed	a	recommendation
   1 have	been	widely	used
   1 have	been	used	by
   1 have	been	increasingly	developed
   1 have	been	developed	to
   1 have	acquired	the	skill
   1 have	a	strong	impact
   1 have	a	significant	positive
   1 have	a	more	social
   1 have	a	look	at
   1 have	a	field-independent	tendency
   1 have	a	field-dependent	tendency
   1 has	to	be	done
   1 has	three	phases	in
   1 has	the	lowest	wa
   1 has	the	highest	wa
   1 has	the	advantages	of
   1 has	significant	effects	on
   1 has	mushroomed	over	the
   1 has	emerged	as	one
   1 has	been	shown	to
   1 has	been	selected	as
   1 has	been	investigated	by
   1 has	been	identified	as
   1 has	been	employed	to
   1 has	been	considerable	growth
   1 has	become	increasingly	attractive
   1 has	an	idea	of
   1 has	also	been	suggested
   1 handicraft	customers	in	addition
   1 hand	field-dependent	students	rely
   1 hand	1999	3	methodology
   1 had	wa	scores	near
   1 had	the	basic	computing
   1 had	significant	effects	on
