   9 i	don	t	know
   1 most	often	i	think
   1 most	often	i	haven
   1 most	often	are	the
   1 most	of	their	frequently
   1 most	of	the	logging
   1 most	of	my	work
   1 most	obviously	there	will
   1 most	number	of	questionnaires
   1 most	notably	the	degree
   1 most	likely	to	be
   1 most	interesting	observations	is
   1 most	interesting	in	the
   1 most	have	received	minimal
   1 most	frequently-used	functions	or
   1 most	frequently	used	functions
   1 most	frequently	personalized	doing
   1 most	frequently	accessed	names
   1 most	commonly	using	artificial
   1 most	common	functions--like	print
   1 most	circumstances	subjects	also
   1 most	appropriate	and	most
   1 most	2	usage	days
   1 more	work	is	needed
   1 more	with	msw2k	q6
   1 more	weight	we	have
   1 more	visually	complex	menus
   1 more	visibility	than	i
   1 more	typical	behavior	of
   1 more	than	two	interfaces--she
   1 more	than	twice	as
   1 more	than	one	personal
   1 more	than	2000	q8
   1 more	than	10	we
   1 more	tends	to	show
   1 more	sophisticated	users	are
   1 more	skill	to	use
   1 more	satisfied	with	msword
   1 more	satisfied	than	the
   1 more	satisfied	and	experienced
   1 more	recently	mixed-initiative	interaction
   1 more	recent	laboratory	research
   1 more	recent	developments	are
   1 more	quickly	some	wanted
   1 more	participants	would	have
   1 more	of	their	word
   1 more	of	their	usage
   1 more	of	their	time
   1 more	of	the	functions
   1 more	likely	to	say--what
   1 more	likely	to	occur
   1 more	likely	to	add
   1 more	likely	it	was
   1 more	interfaces	each	containing
   1 more	in	control	of
   1 more	generally	intelligent	user
   1 more	functions--those	functions	that
   1 more	functions	than	she
   1 more	frequently	a	function
   1 more	flexibility	but	to
   1 more	extreme	or	passionate
   1 more	efficient	as	i
   1 more	effective	strategy	than
   1 more	dynamic	and	it
   1 more	difficult	to	do
   1 more	difficult	for	users
   1 more	context	for	the
   1 more	confusing	i	think
   1 more	complex	than	that
   1 more	by	business	considerations
   1 more	as	like	a
   1 more	appropriate	than	statistical
   1 moore	2000	but	the
   1 moore	2000	but	has
   1 moore	2000	based	on
   1 moore	2000	a	person
   1 months	assisted	in	the
   1 month	to	counter	this
   1 month	they	had	to
   1 month	or	more	with
   1 monotonically	all	participants	added
   1 moment	the	existence	of
   1 modify	their	personal	interfaces
   1 modify	their	personal	interface
   1 modify	the	contents	of
   1 modify	my	personal	interface
   1 modify	button	the	process
   1 modified	version	of	ms
   1 modifications	were	made	regularly
   1 modifications	to	participants	personal
   1 modifications	that	were	at
   1 modifications	made	to	the
   1 modification	triggers	hypothesis	related
   1 modification	triggers	hypothesis	in
   1 modification	table	iv	shows
   1 modification	followed	by	subsequent
   1 modification	data	but	missed
   1 modification	came	75	through
   1 modern	graphical	user	interfaces
   1 model	would	be	more
   1 model	the	work	documented
   1 model	that	achieves	the
   1 model	of	an	adaptive
   1 model	maintained	by	the
   1 model	is	a	fully
   1 model	for	the	user
   1 model	csinger	et	al
   1 model	behind	the	menus
   1 mode	i	wouldn	t
   1 mode	i	m	not
   1 mode	by	switching	to
   1 mode	all	of	the
   1 mixed-initiative	interaction	is	underway
   1 mixed-initiative	interaction	horvitz	1999
   1 mixed	user	testing	results
   1 mistakes	and	because	they
   1 mistaken-addition	trigger	applied	to
   1 mistaken-addition	trigger	a	function
   1 mistake	thus	the	mistaken-addition
   1 mistake	it	was	not
   1 mistake	hypothesis	supported	yes
   1 mistake	going--where	is	it
   1 missing	even	one	needed
   1 missed	his	function	usage
   1 minutes	word	processing	sd
   1 minimum	average	of	3
   1 minimalist	short	menus	and
   1 minimalist	interfaces	provide	scaffolding
   1 minimal	to	no	evaluation
   1 minimal	starting	personal	interface
   1 minimal	one	way	to
   1 minimal	interface	relative	to
   1 minimal	even	for	users
   1 minimal	evaluation	based	on
   1 minimal	command	overlap	even
   1 minimal	an	interface	as
   1 mine	personal	interface	in
   1 mind	so	if	there
   1 min	histogram	in	figure
   1 mimic	a	competitor	s
   1 miller	et	al	1991
   1 mildly	negative	one	possible
   1 might	initially	assume	that
   1 might	change	with	such
   1 might	be	fixed	by
   1 might	argue	that	our
   1 might	also	be	used
   1 microsoft	word	interface	and
   1 microsoft	word	2000	msw2k
   1 microsoft	office	suite	of
   1 microsoft	office	screening	questionnaire1
   1 microsoft	office	2000	products
   1 microsoft	does	a	really
   1 metric	for	interpreting	eta-squared
   1 methods	are	given	more
   1 methodology	our	first	goal
   1 methodology	needs	to	accommodate
   1 met	with	the	experimenter
   1 met	their	needs	this
   1 met	their	needs	analysis
   1 menus	worked	very	well
   1 menus	worked	msw2k	s
   1 menus	where	only	your
   1 menus	were	in	fact
   1 menus	were	feature-shy	participants
   1 menus	were	adapting	to
   1 menus	we	evaluate	a
   1 menus	turned	on	but
   1 menus	turned	off	standard
   1 menus	turned	off	so
   1 menus	to	both	the
   1 menus	the	standard	all-in-one
   1 menus	the	menu	shows
   1 menus	the	implication	for
   1 menus	the	first	comment
   1 menus	the	design	allows
   1 menus	the	adaptive	menus
   1 menus	that	s	not
   1 menus	that	adapt	to
   1 menus	suggests	that	those
   1 menus	so	i	m
   1 menus	sears	and	shneiderman
   1 menus	provided	a	better
   1 menus	on/off	and	to
   1 menus	of	msw2k	were
   1 menus	neither	of	them
   1 menus	love	that	it
   1 menus	is	that	you
   1 menus	is	best	just
   1 menus	in	word	2000
   1 menus	in	msw2k	the
   1 menus	in	msw2k	for
   1 menus	in	msw2k	35
   1 menus	in	most	circumstances
   1 menus	i	m	not
   1 menus	have	multiplied	in
   1 menus	had	a	more
   1 menus	for	the	same
   1 menus	for	the	functionality
   1 menus	for	me	at
   1 menus	doesn	t	support
   1 menus	did	have	supporters
   1 menus	but	ultimately	found
   1 menus	but	not	to
   1 menus	beyond	a	simple
   1 menus	best	supported	learning
   1 menus	because	i	know
   1 menus	are	way	too
   1 menus	are	hell	i
   1 menus	and	yet	he
   1 menus	and	user-controlled	adaptable
   1 menus	and	toolbars	with
   1 menus	and	toolbars	the
   1 menus	and	toolbars	summary
   1 menus	and	toolbars	representative
   1 menus	and	toolbars	i
   1 menus	and	toolbars	and
   1 menus	and	they	were
   1 menus	and	the	command
   1 menus	and	slower	than
   1 menus	and	our	prototype
   1 menus	and	objects	on
   1 menus	and	objects	however
   1 menus	and	msw2k	without
   1 menus	and	if	they
   1 menus	and	could	explain
   1 menus	although	all	participants
   1 menus	all	of	the
   1 menus	adapted	to	her
   1 menus	7	of	the
   1 menubars	and	that	s
   1 menu/toolbar	which	is	at
   1 menu/toolbar	to	another	despite
   1 menu	with	the	mouse
   1 menu	when	an	item
   1 menu	users	cannot	view
   1 menu	usage	after	selection
   1 menu	to	add	to
   1 menu	this	suggests	that
   1 menu	then	a	user
   1 menu	the	next	time
   1 menu	that	you	get
   1 menu	that	wasn	t
   1 menu	that	included	only
   1 menu	system	that	implements
   1 menu	system	in	msw2k
   1 menu	such	that	when
   1 menu	stuff	that	would
   1 menu	structure	of	the
   1 menu	stays	open	and
   1 menu	so	it	s
   1 menu	shows	up	in
   1 menu	our	evaluation	did
   1 menu	one	must	hover
   1 menu	items	will	disappear
   1 menu	items	recently	they
   1 menu	items	i	tend
   1 menu	items	all	of
   1 menu	item	to	be
   1 menu	item	the	user
   1 menu	it	will	then
   1 menu	it	makes	my
   1 menu	is	invoked	after
   1 menu	is	initially	opened
   1 menu	is	desired	four
   1 menu	into	a	long
   1 menu	interview	participant	11
   1 menu	in	the	personal
   1 menu	in	the	full
   1 menu	in	order	to
   1 menu	i	was	often
   1 menu	hierarchy	restructuring	and
   1 menu	hierarchies	i	would
   1 menu	expands	from	the
   1 menu	entries	and	new
   1 menu	disappears	and	the
   1 menu	control	learnability	navigation
   1 menu	contents	is	displayed
   1 menu	containing	only	a
   1 menu	considered	a	single
   1 menu	condition	was	ranked
   1 menu	but	will	always
   1 menu	because	the	newly-visible
   1 menu	at	once	the
   1 menu	and	the	two
   1 menu	and	the	personal
   1 mentioned	this	with	my
   1 mentioned	that	they	could
   1 mentioned	some	of	the
   1 mentioned	learning	through	exploration
   1 mentioned	above	has	been
   1 members	of	the	general
   1 mega	menus	is	that
   1 meetings	were	sent	one
   1 meetings	had	to	be
   1 meetings	and	the	due
   1 meetings	an	individual	web
   1 meeting	they	were	told
   1 meeting	the	third	meeting
   1 meeting	the	second	meeting
   1 meeting	the	impression	intended
   1 meeting	summary	participants	adopted
   1 meeting	our	goal	with
   1 meeting	on	the	scheduled
   1 meeting	it	was	intended
   1 meeting	in	contrast	to
   1 meeting	and	were	intended
   1 meeting	and	was	intended
   1 meeting	and	questionnaire	q1
   1 meet	user	needs	the
   1 meet	the	following	base
   1 medium	and	0	14
   1 mechanisms	to	support	the
   1 mechanisms	for	customizing	are
   1 mechanism	was	to	make
   1 mechanism	was	sufficiently	flexible
   1 mechanism	was	easy	to
   1 mechanism	to	include	all
   1 mechanism	thus	we	believe
   1 mechanism	three	participants	commented
   1 mechanism	some	participants	would
   1 mechanism	it	requires	substantially
   1 mechanism	inaccessible	to	nonadvanced
   1 mechanism	for	switching	between
   1 mechanism	but	the	participants
   1 mechanism	between	interfaces	that
   1 mechanism	and	three	because
   1 mechanism	and	the	other
   1 mechanism	3	the	personal
   1 mechanism	3	participants	twenty
   1 mechanics	is	not	important
   1 measures	were	based	on
   1 measures	the	feature-shy	felt
   1 measures	the	dependent	measures
   1 measures	that	is	most
   1 measures	of	satisfaction	navigation
   1 measures	of	learning	rather
   1 measures	investigated	and	no
   1 measures	further	work	is
   1 measures	from	q1	through
   1 measures	each	questionnaire	presented
   1 measures	at	regular	intervals
   1 measures	at	q1	through
   1 measures	as	an	initial
   1 measures	after	extended	time
   1 measures	2	weeks	following
   1 measure	of	the	magnitude
   1 meant	that	they	stopped
   1 means	of	each	of
   1 mean	you	know	i
   1 mean	ratings	out	of
   1 mean	it	wasn	t
   1 me	was	that	i
   1 me	the	balance	i
   1 me	so	that	over
   1 me	so	much	it
   1 me	more	efficient	as
   1 me	i	want	to
   1 me	at	least	it
   1 me	and	the	personal
   1 mcgrenere	university	of	british
   1 mcgrenere	2004	found	that
   1 mcgrenere	2002	we	address
   1 maybe	six	menu	items
   1 maybe	it	differs	by
   1 maybe	be	tempted	to
   1 maybe	a	little	bit
   1 may	suggest	limits	to
   1 may	seem	at	first
   1 may	not	be	entirely
   1 may	have	been	something
   1 may	have	affected	the
   1 may	have	adjusted	their
   1 may	be	a	more
   1 maximum	number	of	items
   1 match	what	the	button
   1 match	my	needs	getting
   1 mastery	control	and	accomplishment
   1 marketplace	so	we	believed
   1 marketplace	applications	have	become
   1 map	to	functions	in
   1 many	users	who	do
   1 many	users	were	having
   1 many	users	do	not
   1 many	steps	required	one
   1 many	qualitative	studies	are
   1 many	people	in	the
   1 many	people	i	guess
   1 many	of	these	hypotheses
   1 many	of	the	variables
   1 many	of	the	feature-keen
   1 many	modern	graphical	user
   1 many	functions	it	remains
   1 many	functions	in	the
   1 many	commercial	applications	allow
   1 many	buttons	like	i
   1 many	but	others	had
   1 manage	the	knowledge	of
   1 man	what	a	waste
   1 malinowski	et	al	1993
   1 malfunction	each	participant	s
   1 making	their	icon	match
   1 making	mistakes	and	because
   1 making	a	mistake	going--where
   1 makes	things	bold	so
   1 makes	our	design	unique
   1 makes	my	task	faster
   1 makes	me	more	efficient
   1 make	with	respect	to
   1 make	use	of	it
   1 make	up	one	quarter
   1 make	two-way	comparisons	between
   1 make	this	possible	for
   1 make	the	software	do
   1 make	the	personalizing	mechanism
   1 make	my	decision	harder
   1 make	it	worthwhile	for
   1 make	it	straightforward/understandable	so
   1 make	an	index	i
   1 make	an	easy-to-understand	adaptable
   1 majority	thought	that	allin-one
   1 majority	of	users	would
   1 majority	of	their	word
   1 majority	of	their	time
   1 majority	of	the	participants
   1 majority	of	the	frequently
   1 majority	of	the	12
   1 majority	of	participants	indicated
   1 majority	of	participants	65
   1 majority	of	functions	that
   1 majority	of	functions	right
   1 majority	of	feature-shy	and
   1 majority	of	additions	77
   1 majority	of	a	menu
   1 majority	did	use	it
   1 maintained	by	the	system
   1 main	ways	for	achieving
   1 main	evaluation	goals	as
   1 main	effect	on	participants
   1 main	effect	for	control
   1 main	effect	f	1
   1 mail	system	browne	et
   1 magnitude	of	the	effect
   1 maes	1997	we	briefly
   1 made	to	their	word
   1 made	to	their	msword
   1 made	to	the	personal
   1 made	this	a	quasi-experimental
   1 made	regularly	this	series
   1 made	during	the	first
   1 made	by	the	system
   1 made	by	the	participants
   1 made	by	participants	7
   1 made	available	it	s
   1 maclean	et	al	1990
   1 mackay	1991	which	showed
   1 mackay	1991	likely	because
   1 mackay	1990	1991	found
   1 machine--the	prototype	software	which
   1 machine	was	completely	restored
   1 machine	q8	participant	16
   1 m	not	paying	attention
   1 m	not	in	explore
   1 m	not	even	in
   1 m	looking	for	something
   1 m	like--	oh	i
   1 m	just	writing	reports
   1 m	just	doing	very
   1 m	going	to	go
   1 m	baecker	university	of
   1 lower	levels	greenberg	and
   1 love	that	it	does
   1 lot	of	people	work
   1 lot	of	different	functions
   1 lot	more	functions	than
   1 lost	due	to	technical
   1 loss	of	the	customization
   1 loss	of	control	dieterich
   1 loss	of	control	as
   1 looser	criterion	for	borderline
   1 looking	through	the	menus
   1 looking	for	something	and
   1 looking	at	the	two
   1 look	first	at	which
   1 look	because	with	your
   1 look	around	for	the
   1 longterm	users	of	msword
   1 longitudinal	field	study	and
   1 longest	initial	period	it
   1 longer	period	of	time
   1 longer	field	experiment	with
   1 long	way	to	ensuring
   1 long	one	if	a
   1 long	menus	that	s
   1 long	menus	in	msw2k
   1 long	menus	for	me
   1 long	menus	and	could
   1 long	menu	users	cannot
   1 long	menu	our	evaluation
   1 long	menu	one	must
   1 long	menu	it	will
   1 long	menu	because	the
   1 long	menu	and	the
   1 long	if	you	leave
   1 long	feature	list	is
   1 long	as	it	was
   1 logistical	constraints	in	conducting
   1 logging	data	for	one
   1 logging	data	and	so
   1 logging	data	and	data
   1 logger	for	capturing	usage
   1 logged	data	we	extracted
   1 log	files	to	a
   1 log	file	by	the
   1 log	data	and	the
   1 located	at	the	upper
   1 located	at	the	lower
   1 local	developer	gantt	and
   1 local	department	store	as
   1 loaded	into	msword	on
   1 lives	of	many	people
   1 live	at	most	one
   1 little	user	testing	was
   1 little	the	majority	of
   1 little	research	into	their
   1 little	piece	down	arrow
   1 little	opinion	either	way
   1 little	less	clear	in
   1 little	empirical	comparison	between
   1 little	clunky	interview	participant
   1 little	bit	but	it
   1 little	bit	because	i
   1 literature	the	experiment	was
   1 literature	reported	above	we
   1 literature	kaufman	and	weed
   1 literature	dieterich	et	al
   1 lite	versions	such	product
   1 lite	version	and	3
   1 listservs	that	were	broadcast
   1 list	of	most-recently-used	files
   1 list	is	seen	as
   1 linton	et	al	s
   1 linton	et	al	2000
   1 line	depending	on	the
   1 limits	to	generalizability	an
   1 limited	command	overlap	between
   1 limitations	of	the	personalizing
   1 limitations	and	constraints	to
   1 limitation	of	early	work
   1 limitation	of	early	adaptive
   1 limitation	in	our	design
   1 likert	scale	strongly	disagree
   1 likert	scale	personalizing	mechanism
   1 likely	to	want	all
   1 likely	to	say--what	is
   1 likely	to	occur	with
   1 likely	to	be	chosen
   1 likely	point	of	difference
   1 likely	make	the	personalizing
   1 likely	it	was	added
   1 likely	have	to	rescan
   1 likely	have	given	up
   1 likely	have	bothered	to
   1 likely	effects	of	having
   1 likely	contributes	to	overall
   1 likely	because	of	complexity
   1 likely	be	artificial	and
   1 liked	while	there	were
   1 liked	to	put	things
   1 liked	the	menus	the
   1 liked	it	interview	participant
   1 liked	by	some	and
   1 like--oh	god	just	too
   1 like--	oh	i	can
   1 like	what	they	have
   1 like	to	have	personal
   1 like	to	be	able
   1 like	them	at	all
   1 like	the	security	blanket
   1 like	that	s	a
   1 like	that	msw	personal
   1 like	that	like	it
   1 like	that	kind	of
   1 like	that	it	s
   1 like	that	because	sometimes
   1 like	that	and	then
   1 like	okay	i	don
   1 like	oh	man	what
   1 like	it	would	make
   1 like	it	just	responds
   1 like	if	you	have
   1 like	i	needed	to
   1 like	i	m	looking
   1 like	i	just	hate
   1 like	i	have	to
   1 like	i	don	t
   1 like	having	only	the
   1 like	have	all	this
   1 like	a	reference	or
   1 like	a	baseline	kind
   1 life	by	placing	it
   1 levels	there	are	a
   1 levels	of	the	hierarch
   1 levels	of	customization	basic
   1 levels	levels	1	3
   1 levels	greenberg	and	witten
   1 levels	1	3	msw2k
   1 level-structured-like	approach	although	there
   1 level-structured	user	interface	a
   1 level-structured	interface	e	g
   1 level-structured	design	seen	today
   1 level-structured	design	includes	two
   1 level-structured	approach	while	allowing
   1 level-structured	approach	shneiderman	1997
   1 level-structured	approach	across	versions
   1 level	they	had	to
   1 level	preliminary	research	suggests
   1 level	of	the	interface
   1 level	of	satisfaction	and
   1 level	of	expertise	was
   1 level	of	expertise	via
   1 level	of	expertise	the
   1 level	individual	differences	the
   1 level	but	users	would
   1 level	but	not	to
   1 level	2	msw	personal
   1 level	2	is	nested
   1 less	than	the	initial
   1 less	in	control	of
   1 less	frustrating	q5	participant
   1 less	control	than	the
   1 less	clear	in	my
   1 leftmost	ranking	orders	in
   1 leaving	the	participant	with
   1 leaves	the	user	more
   1 leaves	12	participants	for
   1 leave	the	adaptive	menus
   1 leave	everything	on	i
   1 least	somewhat	related	to
   1 least	one	customization	on
   1 least	once	and	appreciated
   1 least	it	s--oh	i
   1 least	in	many	modern
   1 least	half	of	the
   1 least	frequently	accessed	names
   1 least	for	some	users
   1 least	as	a	beginner
   1 least	20	years	of
   1 least	1	month	they
   1 learning	which	is	a
   1 learning	we	saw	no
   1 learning	through	exploration	two
   1 learning	the	means	of
   1 learning	the	available	functions
   1 learning	rather	than	self
   1 learning	one	possible	next
   1 learning	for	a	new
   1 learning	equally	as	well
   1 learning	effect	in	q2
   1 learning	by	remembering	labels
   1 learning	at	all	because
   1 learning	as	they	actively
   1 learning	are	at	least
   1 learning	and	doing	the
   1 learning	ability	in	msw
   1 learned	to	use	the
   1 learned	quickly	through	trial
   1 learnability	when	participants	were
   1 learnability	of	the	multiple-interfaces
   1 learnability	navigation	this	software
   1 learnability	is	a	rich
   1 learnability	hypothesis	in	the
   1 learnability	hypothesis	feature-shy	participants
   1 learnability	by	all	of
   1 learnability	afforded	by	these
   1 learn	through	exploration	but
   1 learn	them	all	or
   1 learn	the	software	there
   1 learn	the	functionality	offered
   1 learn	the	available	functions
   1 learn	the	available	features
   1 learn	how	to	use
   1 learn	functions	with	msw
   1 learn	functions	than	do
   1 learn	features	would	be
   1 learn	decreased	when	they
   1 learn	a	new	version
   1 lead	us	to	believe
   1 launching	the	user	into
   1 launched	there	are	several
   1 latter	to	be	true
   1 late	compensation	each	participant
   1 lastly	linton	et	al
   1 lasted	5	days	of
   1 lasted	2	8	days
   1 last	modification	came	75
   1 last	hypothesis	while	not
   1 last	for	learnability	by
   1 largest	personal	interface	was
   1 largely	on	prototype	systems
   1 large	part	of	the
   1 large	initial	personal	interface
   1 large	h5	satisfaction	hypothesis
   1 large	field	study	customized
   1 landauer	1997	and	vicente
   1 lack	of	the	non-use
   1 lack	of	knowledge	that
   1 laboratory	research	investigating	adaptive
   1 laboratory	experiments	e	g
   1 laboratory	experiment	because	it
   1 laboratory	evaluation	where	statistical
   1 labels	you	have	seen
   1 lab	setting	with	prescribed
   1 lab	and	with	the
   1 krogsoeter	1993	we	note
   1 knowledge	that	adaptation	is
   1 knowledge	of	function	usage
   1 knowledge	about	customization	triggers
   1 know	why	it	s
   1 know	why	it	bothers
   1 know	why	i	dislike
   1 know	what	all	of
   1 know	using	that	little
   1 know	that	well	i
   1 know	that	it	is
   1 know	it	s	over
   1 know	if	they	are
   1 know	if	a	lot
   1 know	i	don	t
   1 know	how	to	make
   1 know	how	to	do
   1 know	how	they	work
   1 know	how	easy	it
   1 know	from	the	current
   1 know	but	with	the
   1 know	and	this	is
   1 know	a	fixed	number
   1 knew	that	they	were
   1 knew	how	they	worked
   1 kind	of	thing	because
   1 kind	of	there	interview
   1 kind	of	pre-selected	simple
   1 kind	of	personalization	because
   1 kind	of	different	settings--say
   1 key	shortcuts	for	function
   1 key	role	in	the
   1 key	contributing	factor	to
   1 key	aspects	of	ongoing
   1 kellogg	s	booth	university
   1 karat	et	al	2004
   1 justice	in	this	short
   1 just	you	had	to
   1 just	writing	reports	or
   1 just	use	word	and
   1 just	too	many	buttons
   1 just	their	frequently	used
   1 just	the	ones	they
   1 just	switch	once	i
   1 just	start	out	and
   1 just	select	the	options
   1 just	seems	that	i
   1 just	responds	to	whatever
   1 just	regular	reports	if
   1 just	one	of	the
   1 just	one	of	msw2k
   1 just	one	click	interview
   1 just	i	still	find
   1 just	have	regular	stuff
   1 just	hate	it	interview
   1 just	find	it	more
   1 just	doing	very	different
   1 just	doesn	t	fit
   1 just	does	interview	i
   1 just	disappears	on	you
   1 just	continually	adding	things
   1 just	bulky	interview	participant
   1 just	because	you	can
   1 just	as	like	a
   1 just	adding	the	most
   1 judgmentally	such	that	two
   1 judged	that	only	7
   1 job	of	making	their
   1 joanna	mcgrenere	university	of
   1 jameson	and	schwarzkopf	2002
   1 iv	shows	that	the
   1 its	success	it	allowed
   1 its	availability	in	the
   1 its	ability	to	detect
   1 items	will	disappear	from
   1 items	when	the	menu
   1 items	to/from	the	menu/toolbar
   1 items	to	a	hotlist
   1 items	that	could	be
   1 items	show	up	first
   1 items	recently	they	would
   1 items	in	such	a
   1 items	i	tend	to
   1 items	from	a	menu
   1 items	are	interspersed	with
   1 items	all	of	the
   1 item	we	believe	that
   1 item	to	be	added
   1 item	the	user	selects
   1 item	is	selected	from
   1 item	is	not	found
   1 item	indicating	its	availability
   1 item	as	in	normal
   1 it	would	make	my
   1 it	would	create	it
   1 it	would	be	used
   1 it	would	be	to
   1 it	would	be	interesting
   1 it	worthwhile	for	others
   1 it	without	that	annoying
   1 it	will	then	appear
   1 it	wasn	t	difficult
   1 it	was	used	before
   1 it	was	too	technology
   1 it	was	to	use
   1 it	was	this	safety
   1 it	was	specifically	mentioned
   1 it	was	somewhat	cumbersome
   1 it	was	so	easy
   1 it	was	possible	we
   1 it	was	pointed	out
   1 it	was	obvious	from
   1 it	was	not	intended
   1 it	was	not	fully
   1 it	was	motivated	by
   1 it	was	less	than
   1 it	was	just	you
   1 it	was	intended	to
   1 it	was	in	prior
   1 it	was	expected	that
   1 it	was	easier	to
   1 it	was	convenient	and
   1 it	was	also	designed
   1 it	was	added	when
   1 it	was	added	as
   1 it	was	added	and
   1 it	was	a	nice
   1 it	to	the	personal
   1 it	to	both	the
   1 it	this	mechanism	for
   1 it	this	is	shown
   1 it	suggests	that	flexibility
   1 it	straightforward/understandable	so	we
   1 it	so	maybe	a
   1 it	so	i	saw
   1 it	significant	differences	between
   1 it	seems	that	the
   1 it	seems	like	it
   1 it	second	so	adaptive
   1 it	s--oh	i	have
   1 it	s	very	convenient
   1 it	s	too	hard
   1 it	s	the	personal
   1 it	s	the	only
   1 it	s	over	there
   1 it	s	like	oh
   1 it	s	like	i
   1 it	s	gone	it
   1 it	s	going	to
   1 it	s	confusing	i
   1 it	s	a	nice
   1 it	s	a	little
   1 it	s	a	hidden
   1 it	s	a	balance
   1 it	requires	substantially	more
   1 it	remains	a	minimal
   1 it	q3	participant	18
   1 it	provided	adaptive	help
   1 it	pretty	much	interview
   1 it	predicted	the	user
   1 it	or	whatever	but
   1 it	only	must	be
   1 it	only	lasted	5
   1 it	on	my	operating
   1 it	often	my	strategy
   1 it	more	confusing	i
   1 it	may	suggest	limits
   1 it	may	not	be
   1 it	makes	my	task
   1 it	makes	me	more
   1 it	learning	at	all
   1 it	justice	in	this
   1 it	just	seems	that
   1 it	just	responds	to
   1 it	just	does	interview
   1 it	just	disappears	on
   1 it	it	s	gone
   1 it	is	worth	noting
   1 it	is	under	system
   1 it	is	there	i
   1 it	is	the	ones
   1 it	is	the	impact
   1 it	is	probably	similar
   1 it	is	ok	if
   1 it	is	not	yet
   1 it	is	not	surprising
   1 it	is	normally	so
   1 it	is	more	dynamic
   1 it	is	interesting	to
   1 it	is	exactly	how
   1 it	is	easy	to
   1 it	is	added	and
   1 it	is	a	standard
   1 it	interview	participant	7
   1 it	interview	participant	22
   1 it	interview	participant	16
   1 it	interview	participant	15
   1 it	interview	participant	13
   1 it	in	the	future
   1 it	in	the	context
   1 it	in	any	way
   1 it	i	d	probably
   1 it	i	d	just
   1 it	has	recently	resurfaced
   1 it	has	all	been
   1 it	gives	you	the
   1 it	for	me	so
   1 it	for	example	participant
   1 it	focused	largely	on
   1 it	first	preferring	it
   1 it	first	given	that
   1 it	fell	off	i
   1 it	easier	to	navigate
   1 it	easier	to	learn
   1 it	does	it	on
   1 it	differs	by	industry
   1 it	didn	t	do
   1 it	did	not	interfere
   1 it	d	be	like--oh
   1 it	bothers	me	so
   1 it	been	possible	to
   1 it	because	it	s
   1 it	be	another	word
   1 it	available	example	representative
   1 it	automatically	creates	the
   1 it	automatically	could	do
   1 it	at	least	once
   1 it	at	all	the
   1 it	as	i	go
   1 it	appears	to	have
   1 it	anyways	interview	participant
   1 it	and	i	don
   1 it	and	i	can
   1 it	allowed	users	the
   1 it	all	or	i
   1 it	all	kind	of
   1 issues	apart	alpert	et
   1 isolating	the	impact	of
   1 isolate	the	effects	of
   1 is	worth	noting	that
   1 is	with	the	word
   1 is	whether	or	not
   1 is	underway	key	aspects
   1 is	under	user	control
   1 is	under	system	control
   1 is	to	turn	the
   1 is	to	support	users
   1 is	to	only	add
   1 is	to	bring	the
   1 is	to	assist	the
   1 is	to	allow	users
   1 is	this	--and	use
   1 is	there	i	would
   1 is	the	ones	that
   1 is	the	norm	and
   1 is	the	impact	of
   1 is	the	functions	that
   1 is	the	combination	of
   1 is	the	additional	complexity
   1 is	that	you	can
   1 is	that	while	there
   1 is	that	they	result
   1 is	that	the	user
   1 is	that	the	perceived
   1 is	that	the	mechanisms
   1 is	that	the	cost
   1 is	that	the	adaptive
   1 is	that	such	a
   1 is	that	somebody	says--oh
   1 is	that	msw	personal
   1 is	that	it	focused
   1 is	that	graduate	students
   1 is	taking	place	likely
   1 is	tailored	to	each
   1 is	sufficiently	flexible	to
   1 is	shown	clearly	in
   1 is	selecting	items	from
   1 is	selected	from	the
   1 is	seen	as	essential
   1 is	satisfying	to	use
   1 is	required	to	validate
   1 is	relevant	we	note
   1 is	relatively	easy	to
   1 is	referred	to	browne
   1 is	rather	idiot-proof	we
   1 is	probably	similar	between
   1 is	preserved	thus	the
   1 is	pervasive	a	long
   1 is	personalized	the	personal
   1 is	perceived	by	others
   1 is	particularly	encouraging	adaptive
   1 is	particularly	adept	this
   1 is	only	slightly	higher
   1 is	only	minimal	command
   1 is	one	that	is
   1 is	on	this	menu
   1 is	ok	if	it
   1 is	often	more	appropriate
   1 is	offered	in	this
   1 is	not	yet	clear
   1 is	not	surprising	therefore
   1 is	not	surprising	however
   1 is	not	possible	many
   1 is	not	overly	cumbersome
   1 is	not	important	at
   1 is	not	found	in
   1 is	not	currently	in
   1 is	not	being	used
   1 is	not	a	subtle
   1 is	normally	so	if
   1 is	no	such	flexibility
   1 is	nested	with	five
   1 is	needed	to	tease
   1 is	narrowly	defined	as
   1 is	my	report	interface
   1 is	most	interesting	in
   1 is	more	dynamic	and
   1 is	more	complex	than
   1 is	missing	even	one
   1 is	minimal	one	way
   1 is	minimal	even	for
   1 is	medium	and	0
   1 is	launched	there	are
   1 is	large	h5	satisfaction
   1 is	it	it	s
   1 is	it	and	i
   1 is	invoked	after	some
   1 is	intuitive	this	mechanism
   1 is	interesting	to	note
   1 is	intended	to	generalize
   1 is	initially	opened	a
   1 is	independent	of	sample
   1 is	if	the	personal
   1 is	if	i	could
   1 is	greater	variability	with
   1 is	going	to	be
   1 is	given	at	the
   1 is	from	participant	7
   1 is	found	in	table
   1 is	forced	to	the
