  19 the	case	of
   1 only	urls	with
   1 only	translates	lemmas
   1 only	slightly	in
   1 only	intended	to
   1 only	handles	spelling
   1 only	for	spanish-english
   1 only	five	top
   1 only	direct	translation/matching
   1 only	contained	10
   1 only	by	2
   1 only	be	marginally
   1 only	base	form
   1 only	against	the
   1 only	10	native
   1 one	wrong	identification
   1 one	translation	equivalent
   1 one	the	length
   1 one	reliable	translation
   1 one	large	file
   1 one	key	the
   1 one	equivalent	or
   1 one	correct	target
   1 one	correct	equivalent
   1 one	comparable	category
   1 one	clir-related	application
   1 one	and	two
   1 one	after	the
   1 one	adds	recall
   1 on	two	consecutive
   1 on	the	translation
   1 on	the	similarity
   1 on	the	number
   1 on	the	language
   1 on	the	genomics
   1 on	the	generated
   1 on	the	first-ranked
   1 on	the	bayesian
   1 on	retrieval	results
   1 on	regular	frequency
   1 on	our	observations
   1 on	oov	word
   1 on	map	values
   1 on	languages	with
   1 on	fite-trt	effectiveness
   1 on	a	unigram
   1 on	a	basis
   1 omnivoro	lcs/mwl	7/
   1 omnivore	for	the
   1 old	words	in
   1 often	large	and
   1 often	includes	the
   1 often	gives	many
   1 often	gives	a
   1 of	wrong	equivalents
   1 of	words	with
   1 of	words	we
   1 of	words	of
   1 of	words	next
   1 of	words	keskustalo
   1 of	words	correctly
   1 of	words	and
   1 of	word	queries
   1 of	word	forms
   1 of	which	a
   1 of	which	9
   1 of	what	share
   1 of	web	is
   1 of	using	frequency
   1 of	unique	words
   1 of	unique	source
   1 of	tws	in
   1 of	two	target
   1 of	twi	in
   1 of	tw	j
   1 of	tw	in
   1 of	trt--the	string
   1 of	trt	which
   1 of	trt	translation
   1 of	trt	given
   1 of	trt	for
   1 of	translations	per
   1 of	translations	is
   1 of	translations	achieved
   1 of	translation	to
   1 of	translation	dictionaries
   1 of	translation	ambiguity
   1 of	transformation	rule
   1 of	training	and
   1 of	thumb	for
   1 of	thresholds	for
   1 of	this	list
   1 of	these	types
   1 of	these	translation
   1 of	these	keys
   1 of	these	documents
   1 of	them	is
   1 of	their	present
   1 of	the	words
   1 of	the	utaclir
   1 of	the	use
   1 of	the	trec
   1 of	the	translated
   1 of	the	topics
   1 of	the	top
   1 of	the	title
   1 of	the	test
   1 of	the	technique
   1 of	the	system
   1 of	the	sub-webs/word
   1 of	the	spanish-english
   1 of	the	spanish
   1 of	the	seven
   1 of	the	rules
   1 of	the	retrieval
   1 of	the	respective
   1 of	the	relevant
   1 of	the	process
   1 of	the	present
   1 of	the	precision
   1 of	the	other
   1 of	the	occurrences
   1 of	the	novel
   1 of	the	n-gram
   1 of	the	medline
   1 of	the	longest
   1 of	the	inflected
   1 of	the	function
   1 of	the	fite-trt
   1 of	the	first
   1 of	the	figure
   1 of	the	equivalents
   1 of	the	equivalent
   1 of	the	direct
   1 of	the	correct
   1 of	the	alternatives
   1 of	the	algorithm
   1 of	the	actual
   1 of	text-based	web
   1 of	test	words
   1 of	terms	however
   1 of	technical	terms
   1 of	target	word
   1 of	target	language
   1 of	tampere	we
   1 of	tampere	hedlund
   1 of	table	ii
   1 of	t	then
   1 of	such	a
   1 of	spanish/bio-terms/web	there
   1 of	spanish-english/skipgram/2	and
   1 of	spanish-english	table
   1 of	spanish-english	spanish-german
   1 of	spanish-english	rule
   1 of	spanish-english	fite-trt
   1 of	spanish-english	and
   1 of	spanish-english	about
   1 of	spanish	the
   1 of	source	language
   1 of	source	and
   1 of	similarity	with
   1 of	short	words
   1 of	scan	4
   1 of	say	10
   1 of	s	then
   1 of	rules	which
   1 of	rules	in
   1 of	rules	at
   1 of	rule	collections
   1 of	r	is
   1 of	query	operators
   1 of	queries	were
   1 of	precision	errors
   1 of	preceding	sections
   1 of	possible	translations
   1 of	plain	trt
   1 of	pivot	language
   1 of	our	article
   1 of	other	word
   1 of	oov	words
   1 of	oov	keys
   1 of	one	key
   1 of	native	words
   1 of	mean	average
   1 of	low	cf
   1 of	longest	common
   1 of	limited	availability
   1 of	lcs/mwl	calculations
   1 of	knowledge	and
   1 of	intermediate	word
   1 of	indirect	translation
   1 of	fuzzy	matching
   1 of	from	1
   1 of	frequency	distribution
   1 of	fite-trt	trt
   1 of	fite-trt	the
   1 of	fite-trt	that
   1 of	fite-trt	queries
   1 of	fite-trt	increases
   1 of	fite	is
   1 of	fite	are
   1 of	finnish-english	fite-trt
   1 of	finnish	terms
   1 of	finnish	medical
   1 of	equivalents	is
   1 of	equivalents	both
   1 of	equivalents	among
   1 of	equivalent	identification
   1 of	entries	and
   1 of	english	web
   1 of	english	queries
   1 of	english	biological
   1 of	effectiveness	given
   1 of	each	other
   1 of	documents	to
   1 of	documents	downloaded
   1 of	documents	containing
   1 of	document	frequencies
   1 of	different	translation
   1 of	difference	of
   1 of	difference	between
   1 of	dictionary	data
   1 of	dictionaries	is
   1 of	development	trt
   1 of	development	the
   1 of	derivatives	and
   1 of	correct	translation
   1 of	correct	equivalents
   1 of	clir	augmented
   1 of	clef	s
   1 of	characters	shared
   1 of	character	correspondences
   1 of	change	between
   1 of	cf	10
   1 of	cases	could
   1 of	biosynthesis	the
   1 of	biosintesis	is
   1 of	biomedical	researchers
   1 of	automatic	as
   1 of	an	intermediate
   1 of	an	automatic
   1 of	aligned	corpora
   1 of	a	wrong
   1 of	a	target
   1 of	a	searcher
   1 of	a	rule
   1 of	a	query
   1 of	a	multilingual
   1 of	a	german-english
   1 of	a	fite-trt
   1 of	a	dictionary
   1 of	50	test
   1 of	40	word
   1 of	20	as
   1 of	2	in
   1 of	10	to
   1 of	10	for
   1 of	10	0
   1 occurs	below	we
   1 occurring	in	the
   1 occurrences	of	the
   1 occur	frequently	in
   1 obvious	that	a
   1 obvious	it	can
   1 obtained	through	transformation
   1 obtained	the	trt
   1 obtained	in	trt
   1 obtained	for	finnish-english/frequency
   1 obtained	by	translating
   1 obtained	by	transformation
   1 obtained	after	each
   1 obtain	this	list
   1 obtain	one	reliable
   1 observed	that	for
   1 observations	that	in
   1 oard	2000	the
   1 numerical	factors	associated
   1 numbers	of	unique
   1 numbered	91	to
   1 number	of	word
   1 number	of	unique
   1 number	of	translations
   1 number	of	source
   1 number	of	pivot
   1 number	of	other
   1 number	of	oov
   1 number	of	entries
   1 novel	statistical	technique
   1 novel	statistical	equivalent
   1 novel	oov	word
   1 novel	fite-trt	technique
   1 novel	feature	of
   1 noun	information	on
   1 noted	that	some
   1 notations	and	functions
   1 notational	conventions	used
   1 notational	conventions	in
   1 notational	convention	4
   1 notational	convention	3
   1 notational	convention	2
   1 notational	convention	1
   1 notation	for	example
   1 not	yield	a
   1 not	very	short
   1 not	translated	into
   1 not	translated	by
   1 not	to	be
   1 not	the	algorithm
   1 not	successful	then
   1 not	show	significantly
   1 not	sensible	to
   1 not	seem	sensible
   1 not	related	to
   1 not	precisely	in
   1 not	precisely	defined
   1 not	possible	due
   1 not	one	equivalent
   1 not	occurring	in
   1 not	measured	for
   1 not	lost	their
   1 not	identify	equivalents
   1 not	help	at
   1 not	happen	indirect
   1 not	efficient	enough
   1 not	correct	equivalents
   1 not	contained	in
   1 not	construct	a
   1 not	considered	in
   1 not	considered	finnish-english
   1 not	common	5
   1 not	come	into
   1 not	be	translated
   1 not	always	correlate
   1 normalizing	factor	it
   1 normalizing	factor	1
   1 none	of	these
   1 nonconsecutive	characters	see
   1 nonconsecutive	characters	of
   1 non-time-critical	task	given
   1 no	phonetic	elements
   1 no	oov	word
   1 no	effects	whatsoever
   1 no	context	dependence
   1 nist	gov	and
   1 nil	is	returned
   1 next	we	describe
   1 next	main	challenge
   1 next	in	the
   1 network	model	queries
   1 needed	if	fite-trt
   1 need	to	compare
   1 need	not	be
   1 need	fields	of
   1 necessary	because	at
   1 naturally	recall	is
   1 naturally	also	for
   1 native	words	it
   1 native	words	indication
   1 native	words	for
   1 native	words	cross-lingual
   1 native	spanish/finnish	words
   1 native	spanish	words
   1 native	spanish	oov
   1 native	finnish	speaker
   1 native	english	words
   1 names	were	kept
   1 names	by	means
   1 name	variation	an
   1 name	may	have
   1 n-gram	technique	where
   1 n	89	albeit
   1 n	75	of
   1 mwl	is	the
   1 multiple	meanings	in
   1 multilingual	medical	dictionary
   1 multilingual	dictionary	the
   1 multilingual	dictionaries	the
   1 multilingual	dictionaries	of
   1 multilingual	dictionaries	1
   1 much	more	common
   1 much	lower	0
   1 much	longer	than
   1 much	longer	and
   1 much	larger	than
   1 mt	the	choice
   1 mt	performance	there
   1 mt	in	those
   1 mt	fuzzy	translation
   1 mt	bigram	and
   1 moving	trt	from
   1 mostly	caused	by
   1 most	inflected	words
   1 most	common	and
   1 most	40	candidates
   1 morphologically	even	if
   1 morphological	analyzer	gave
   1 more	words	than
   1 more	thoroughly	in
   1 more	than	one
   1 more	than	40
   1 more	sophisticated	trt
   1 more	similar	the
   1 more	processing	power
   1 more	malformed	words
   1 more	detail	present
   1 more	data	to
   1 more	data	in
   1 more	common	in
   1 more	ambiguous	than
   1 monolingual	spanish	and
   1 monolingual	english	queries
   1 monolingual	baselines	the
   1 monolingual	baselines	it
   1 modified	to	fit
   1 modified	for	this
   1 models	which	can
   1 models	are	typically
   1 model	queries	can
   1 model	no	context
   1 missed	many	important
   1 minor	contribution	was
   1 mining	turned	out
   1 mining	towards	medical
   1 mining	technique	which
   1 mining	stage	where
   1 mining	process	a
   1 million	documents	and
   1 middle	of	words
   1 middle	191	214
   1 methods/systems	presented	in
   1 methods	we	also
   1 methods	in	cross-language
   1 method	which	indicates
   1 method	to	generate
   1 method	r	what
   1 method	notational	convention
   1 method	is	fite-trt
   1 method	for	chinese-english
   1 method	effectively	captured
   1 method	based	on
   1 method	are	word
   1 method	are	obvious
   1 mentioning	an	automatic
   1 mentioned	in	section
   1 meng	et	al
   1 memory	for	efficient
   1 meets	all	the
   1 medline	collection	containing
   1 medicine	the	terms
   1 medicine	here	the
   1 medicine	biology	and
   1 medical	terms	was
   1 medical	terms	the
   1 medical	terms	into
   1 medical	terms	in
   1 medical	informatics	the
   1 medical	dictionaries	from
   1 medical	cross-lingual	spelling
   1 measures	we	distinguish
   1 measures	used	in
   1 measures	of	mean
   1 measured	for	them
   1 measure	while	precision
   1 measure	used	in
   1 measure	of	longest
   1 measure	large	sets
   1 means	that	digrams
   1 means	of	trt--the
   1 means	of	translation
   1 means	of	fite-trt
   1 meanings	in	english
   1 meaning	the	words
   1 meaning	that	appeared
   1 mean	length	of
   1 mean	average	precision
   1 may	result	in
   1 may	require	lists
   1 may	only	be
   1 may	occur	frequently
   1 may	have	several
   1 may	give	very
   1 may	consider	target
   1 may	compensate	the
   1 may	be	useless
   1 may	be	used
   1 may	appear	at
   1 may	also	accidentally
   1 matching--	digram	and
   1 matching	we	investigated
   1 matching	we	found
   1 matching	the	technique
   1 matching	technique	keskustalo
   1 matching	technique	is
   1 matching	technique	constructs
   1 matching	approach	to
   1 matching	also	indirect
   1 matches	were	selected
   1 matches	were	linked
   1 matches	r	utaclir
   1 matches	between	the
   1 matches	and	2
   1 matches	5	2
   1 matched	against	each
   1 marginally	topical	in
   1 mappings	were	derived
   1 mapping	between	english
   1 map	values	it
   1 map	is	small
   1 map	and	precision
   1 many	source	words
   1 many	possible	equivalents
   1 many	of	these
   1 many	information	systems
   1 many	important	rules
   1 many	cases	the
   1 many	applications	outside
   1 manually	manual	lemmatization
   1 manually	into	spanish
   1 manually	from	the
   1 manually	all	spanish
   1 manual	lemmatization	of
   1 manual	construction	of
   1 mandarin	pronunciation	rules
   1 manage	the	skipgram
   1 malformed	words	than
   1 malformed	word	forms
   1 malformed	rather	than
   1 major	problem	in
   1 mainly	biological	and
   1 main	memory	for
   1 main	features	of
   1 main	differences	being
   1 main	criteria	of
   1 main	challenge	in
   1 main	advantage	of
   1 magnitude	of	change
   1 machine	translation	mt
   1 machine	the	finnish
   1 lynx	was	run
   1 lowest	recall	67
   1 lower	performance	resulted
   1 lower	clir	performance
   1 lower	but	still
   1 lower	0	339
   1 low	translation	precision
   1 low	the	fite-trt
   1 low	standard	deviation
   1 low	frequency	and
   1 low	for	rel-wf
   1 low	confidence	factor
   1 low	cf	or
   1 lost	their	morphological
   1 lookup	for	finnish
   1 longest	subsequence	of
   1 longest	common	subsequence
   1 longer	than	fite-trt
   1 longer	and	more
   1 long	words	we
   1 long	queries	that
   1 long	function	definitions
   1 literature	for	instance
   1 lists	word	frequency
   1 lists	word	frequencies
   1 lists	with	the
   1 lists	with	different
   1 lists	were	mined
   1 lists	were	constructed
   1 lists	we	used
   1 lists	we	constructed
   1 lists	the	trt
   1 lists	the	second
   1 lists	the	same
   1 lists	the	results
   1 lists	the	main
   1 lists	the	following
   1 lists	s	and
   1 lists	recall	while
   1 lists	r	utaclir
   1 lists	precision	at
   1 lists	is	that
   1 lists	in	the
   1 lists	in	relation
   1 lists	have	been
   1 lists	finnish-english	fite-trt
   1 lists	caused	recall
   1 lists	are	replaced
   1 lists	are	large
   1 lists	are	concise
   1 lists	are	as
   1 lists	also	finnishenglish
   1 lists	also	finnish-english
   1 list	with	the
   1 list	tws	which
   1 list	this	allows
   1 list	the	frequency-ranked
   1 list	section	4
   1 list	s	and
   1 list	r	and
   1 list	of	english
   1 list	for	french
   1 list	experiments	and
   1 list	decreases	as
   1 list	contains	more
   1 list	by	trt-frank
   1 list	are	denoted
   1 linked	to	each
   1 linguistic	features	in
   1 linearly	with	clir
   1 limited	availability	of
   1 limit	of	40
   1 likewise	let	tw
   1 likely	to	refer
   1 like	target	language
   1 like	regular	translation
   1 liberally	the	thresholds
   1 lexicon	and	are
   1 levels	translation	precision
   1 level	of	the
   1 leukosyytti	and	the
   1 leucocytic	and	bacteria
   1 leucocyte	and	bacterium
   1 letters	were	not
   1 letter	k	prior
   1 letter	c	in
   1 let	wf	s
   1 let	twi	and
   1 let	sl	be
   1 let	dft	twi
   1 let	df	s
   1 less	letters	were
   1 length	of	source
   1 length	of	a
   1 length	factor	is
   1 length	factor	cross-lingual
   1 length	criterion	the
   1 length	criterion	tested
   1 length	criterion	in
   1 length	criterion	and
   1 length	criteria	for
   1 length	a	great
   1 len	tw	its
   1 len	tw	8
   1 len	tw	7
   1 len	sw	its
   1 len	sw	6
   1 len	sw	5
   1 len	sw	3
   1 len	sw	2
   1 lemmatized	manually	manual
   1 lemmatized	manually	all
   1 lemmatization	of	the
   1 lemmas	thus	the
   1 lehtokangas	et	al
   1 left	side	of
   1 least	times	the
   1 lcs/mwls	are	much
   1 lcs/mwls	are	0
   1 lcs/mwl	values	are
   1 lcs/mwl	lcs	is
   1 lcs/mwl	calculations	from
   1 lcs/mwl	calculation	both
   1 lcs/mwl	7/	8
   1 lcs/mwl	0	353
   1 lcs/	mwl	is
   1 lcs	is	defined
   1 latter	case	the
   1 latin	computare	to
   1 later	in	this
   1 last	we	examined
   1 larkey	and	connell
   1 larger	than	the
   1 larger	set	of
   1 larger	coverage	of
   1 largely	automatic	thanks
   1 large	word	sets
   1 large	word	frequency
   1 large	translation	sets
   1 large	sets	of
   1 large	number	of
   1 large	multilingual	dictionaries
   1 large	file	in
   1 large	collections	of
   1 large	and	only
   1 large	and	contain
   1 languages--the	result	would
   1 languages	would	have
   1 languages	with	english
   1 languages	with	different
   1 languages	were	identified
   1 languages	were	first
   1 languages	these	terms
   1 languages	the	words
   1 languages	the	results
   1 languages	still	have
   1 languages	in	the
   1 languages	for	both
   1 languages	differing	only
   1 languages	as	part
   1 languages	as	in
   1 languages	as	described
   1 languages	are	etymologically
   1 languages	and	50
   1 language	words--the	source
   1 language	words	twi
   1 language	words	the
   1 language	words	r
   1 language	words	high
   1 language	word	sw
   1 language	word	set
   1 language	word	candidate
   1 language	with	respect
   1 language	tws	trt
   1 language	translations	one
   1 language	translation	sets
   1 language	translation	given
   1 language	tl	in
   1 language	through	intermediate
   1 language	the	source
   1 language	than	the
   1 language	text	the
   1 language	test	words
   1 language	sl	word
   1 language	sl	sw
   1 language	selection	feature
   1 language	s	basic
   1 language	rather	than
   1 language	pairs	the
   1 language	pairs	precision
   1 language	pairs	of
   1 language	pairs	fite-trt
   1 language	pairs	as
   1 language	pairs	97
   1 language	pairs	3
   1 language	pages	which
   1 language	pages	trt
   1 language	pages	some
   1 language	models	which
   1 language	models	are
   1 language	model	no
   1 language	is	a
   1 language	into	a
   1 language	increases	fite-trt
   1 language	in	the
   1 language	from	the
   1 language	for	example
   1 language	for	all
   1 language	fails	to
   1 language	equivalents	of
   1 language	equivalent	are
   1 language	english/finnish/german/spanish	the
   1 language	english	words
   1 language	documents	that
   1 language	cross-lingual	spelling
   1 language	corpora	used
   1 language	collection	if
   1 language	characters	that
   1 language	and	tl
   1 language	and	sw
   1 language	adds	recall
   1 lack	of	translation
   1 laboratory	at	the
   1 la	times	collection
   1 l	sw	using
   1 l	sw	the
   1 l	sw	t
   1 l	sw	if
   1 l	strict	sw
   1 konstruktion	and	english
   1 kone	are	old
   1 known	at	present
   1 knowledgeable	spanish	speaker
   1 knowledge	and	machine
   1 kinds	of	words
   1 kielikone	s	general-purpose
   1 kielikone	inc	and
   1 keys	within	the
   1 keys	was	necessary
   1 keys	there	were
   1 keys	the	words
   1 keys	reflects	the
   1 keys	of	the
   1 keys	in	the
   1 keys	in	base
   1 keys	directed	the
   1 keys	are	translated
   1 keys	are	retained
   1 keys	after	the
   1 keys	affect	the
   1 key	the	spanish
   1 key	sets	are
   1 keskustalo	and	kalervo
   1 kept	intact	in
   1 kept	intact	fite-trt
   1 kept	in	the
   1 kemoterapia	the	first
   1 katakana	characters	they
   1 kalervo	jarvelin	university
   1 k	prior	to
   1 just	indicates	a
   1 judgments	queries	were
   1 judged	by	a
   1 jarvelin	university	of
   1 jarmo	toivonen	heikki
   1 japanese	katakana	characters
   1 j	t	true
   1 j	in	t
   1 j	have	the
   1 j	false	otherwise
   1 j	be	two
   1 j	be	their
   1 ix	xi	the
   1 ix	x	and
   1 iv	tw-len-ok	tw
   1 iv	it	can
   1 its	third	component
   1 its	target	language
   1 its	minor	contribution
   1 its	linguistic	features
   1 its	language	selection
   1 its	frequency	is
   1 its	elements	tw
   1 its	effectiveness	was
   1 its	df	in
   1 its	contribution	in
   1 its	benefits	are
   1 its	background	research
   1 it	would	be
   1 it	was	used
   1 it	was	shown
   1 it	was	expected
   1 it	the	term
   1 it	shows	significantly
   1 it	should	be
   1 it	may	compensate
   1 it	may	appear
   1 it	just	indicates
   1 it	is	remarkably
   1 it	is	purely
   1 it	is	possible
   1 it	is	obvious
   1 it	is	however
   1 it	is	given
   1 it	is	assigned
   1 it	does	not
   1 it	can	easily
   1 it	can	contribute
   1 it	calls	the
   1 it	achieves	both
   1 issues	we	also
   1 issue	needs	to
   1 issue	is	its
   1 ishikawa	2001	used
   1 is	worth	mentioning
   1 is	without	fuzzy
   1 is	within	the
   1 is	very	high
   1 is	very	common
   1 is	used	in
   1 is	tried	and
   1 is	translated	by
   1 is	transformed	into
   1 is	to	improve
   1 is	to	develop
   1 is	to	apply
   1 is	the	trt
   1 is	the	spanish
   1 is	the	more
   1 is	the	effectiveness
   1 is	that	except
   1 is	that	after
   1 is	tested	for
   1 is	taken	into
   1 is	substantially	higher
   1 is	substantial	for
   1 is	still	selected
   1 is	still	one
   1 is	specified	as
   1 is	some	it
   1 is	small	0
   1 is	similar	to
   1 is	returned	we
   1 is	retrieved	map
   1 is	retranslated	into
   1 is	remarkably	higher
   1 is	remarkably	high
   1 is	read	as
   1 is	ranked	by
   1 is	purely	accidental
   1 is	presented	in
   1 is	possible	to
   1 is	possessed	by
   1 is	performed	using
   1 is	part	of
   1 is	organized	as
   1 is	only	intended
   1 is	obvious	that
   1 is	not	successful
   1 is	not	sensible
   1 is	not	possible
   1 is	not	measured
   1 is	not	found
   1 is	not	efficient
   1 is	not	accepted
   1 is	not	able
   1 is	needed	if
   1 is	much	larger
   1 is	mostly	caused
   1 is	likely	to
   1 is	known	at
   1 is	its	contribution
   1 is	indicated	to
   1 is	indicated	or
   1 is	indicated	not
   1 is	indicated	by
   1 is	independent	of
   1 is	included	in
   1 is	improved	by
   1 is	important	when
   1 is	important	from
   1 is	however	important
   1 is	higher	than
   1 is	high	indirect
   1 is	given	as
   1 is	fundamentally	different
   1 is	found	however
   1 is	for	the
   1 is	fite-trt	with
   1 is	different	from
   1 is	dfengweb	trt-frank
   1 is	developed	the
   1 is	described	next
   1 is	denoted	by
   1 is	compared	to
   1 is	because	our
   1 is	at	least
   1 is	assumed	4
   1 is	associated	with
   1 is	assigned	such
   1 is	approximately	the
   1 is	applied	on
   1 is	applied	and
   1 is	an	irrelevant
   1 is	an	indication
   1 is	an	example
   1 is	an	equivalent
   1 is	always	included
   1 is	also	applied
   1 is	achieved	when
   1 is	accepted	as
   1 is	a	well-known
   1 is	a	target
   1 is	a	system-oriented
   1 is	a	standard
   1 is	a	source
   1 is	a	set
   1 is	a	probabilistic
   1 is	a	non-time-critical
   1 is	a	native
   1 is	a	generalization
   1 is	a	difference
   1 is	a	corpus
   1 is	9/10	90
   1 is	8/10	80
   1 is	5/5	100
   1 is	416	000
   1 is	100	in
   1 irrelevant	question	and
   1 ir	standpoint	the
   1 involved	in	it
   1 involve	approximate	matches
   1 investigating	fite-trt	since
   1 investigated	more	thoroughly
   1 investigated	five	source
   1 investigate	whether	indirect
   1 introduction	out-of-vocabulary	oov
   1 introduce	some	notational
   1 into	the	search
   1 into	the	letter
   1 into	question	the
   1 into	one	large
   1 into	english	its
   1 into	english	different
   1 into	english	by
   1 into	digrams	on
   1 into	comparable	categories
   1 into	base	form
   1 into	account	in
   1 into	account	both
   1 into	account	as
   1 intermediate	word	forms
   1 intermediate	translation	sets
   1 intermediate	pivot	languages
   1 intermediate	languages	for
   1 intermediate	language	the
   1 intermediate	language	rather
   1 intermediate	language	french
   1 interfold	com/translator/	for
   1 intended	to	identify
   1 intended	to	handle
   1 intact	in	spanish-english
   1 intact	fite-trt	with
   1 instead	of	document
   1 instances	of	one
   1 instance	cheng	et
   1 inquery	retrieval	system
   1 inquery	is	a
   1 input	for	the
   1 information	were	generated
   1 information	the	next
   1 information	systems	where
   1 information	systems	than
   1 information	retrieval	laboratory
   1 information	retrieval	clir
   1 information	requests	of
   1 information	on	oov
   1 information	is	needed
   1 information	for	example
   1 informatics	the	test
   1 inflectional	word	forms
   1 inflected	words	were
   1 inflected	words	and
   1 inflected	query	words
   1 inflected	keys	was
   1 inference	network	model
   1 indirect	trt	without
   1 indirect	translation	improves
   1 indirect	translation	did
   1 indirect	translation	could
   1 indirect	translation	against
   1 indirect	translation	adds
   1 indirect	fuzzy	matching
   1 indication	precision	see
   1 indication	precision	results
   1 indication	precision	of
   1 indication	precision	for
   1 indication	precision	5
   1 indication	of	a
   1 indicates	the	precise
   1 indicates	the	number
   1 indicates	that	none
   1 indicates	precisely	the
   1 indicates	a	set
   1 indicated	that	fitetrt
   1 indicated	or	the
   1 indicated	not	to
   1 indicated	by	fite
   1 indicated	by	asterisks
   1 indicated	as	equivalents
   1 indicate	the	one
   1 indicate	the	native
   1 indicate	the	equivalent
   1 indicate	that	the
   1 index	of	the
   1 index	of	clef
   1 index	cci	indicates
   1 index	and	having
   1 independent	of	the
   1 independent	of	each
   1 increases	the	target
   1 increases	fite-trt	complexity
   1 increases	computational	expense
   1 increase	translation	recall
   1 inconclusive	and	the
   1 includes	the	correct
   1 included	in	a
   1 inc	and	2
   1 in	zhang	and
   1 in	word	length
   1 in	which	case
   1 in	two	languages
   1 in	trt	r
   1 in	trt	however
   1 in	trt	how
   1 in	trt	are
   1 in	trec	http
   1 in	translation	sets
   1 in	three	steps
   1 in	those	cases
   1 in	this	paper
   1 in	these	comparison
   1 in	these	cases
   1 in	the	utaclir
   1 in	the	url
   1 in	the	third
   1 in	the	tests
   1 in	the	tables
   1 in	the	syn-operator
   1 in	the	spanish
   1 in	the	skipgram
   1 in	the	sixth
   1 in	the	sets
   1 in	the	script
   1 in	the	rel-wf
   1 in	the	query
   1 in	the	present
   1 in	the	preliminary
   1 in	the	other
   1 in	the	number
   1 in	the	mixed
   1 in	the	middle
   1 in	the	literature
   1 in	the	latter
   1 in	the	information
   1 in	the	index
   1 in	the	history
   1 in	the	genomics
   1 in	the	generated
   1 in	the	focus
   1 in	the	first
   1 in	the	finnishenglish
   1 in	the	finnish-english
   1 in	the	file
   1 in	the	fifth
   1 in	the	empirical
   1 in	the	dictionary
   1 in	the	database
   1 in	the	cost
   1 in	the	automatic
   1 in	the	appendix
   1 in	the	actual
   1 in	that	web
   1 in	that	there
   1 in	that	in
   1 in	technical	mainly
   1 in	tables	ix
   1 in	table	xii
   1 in	table	v
   1 in	table	iii
   1 in	table	ii
   1 in	table	i
   1 in	t	rel-wf
   1 in	t	freq-pattern-ok
   1 in	t	definition
   1 in	summary	we
   1 in	subsection	5
   1 in	steps	b
   1 in	step	a
   1 in	spelling	a
   1 in	spanish-english	trt
   1 in	spanish	and
   1 in	source	language
   1 in	some	corpus
   1 in	skipgram	queries
   1 in	several	language
   1 in	section	2
   1 in	s	by
   1 in	rule	generation
   1 in	relation	to
   1 in	recall	performance
   1 in	plural	form
   1 in	pirkola	1998
   1 in	particular	in
   1 in	particular	finnish-english
   1 in	our	experiments
   1 in	our	case
   1 in	other	words
   1 in	other	information
   1 in	mt	fuzzy
   1 in	more	detail
   1 in	medical	informatics
   1 in	map	is
   1 in	many	information
   1 in	many	cases
   1 in	many	applications
   1 in	main	memory
   1 in	lower	clir
   1 in	it	the
   1 in	finnish	german
   1 in	figure	1
   1 in	english	the
   1 in	different	languages--the
   1 in	cross-language	information
   1 in	contrast	to
   1 in	connection	with
   1 in	combination	with
   1 in	clir	used
   1 in	clir	the
   1 in	chinese	web
   1 in	chinese	to
   1 in	characters	the
   1 in	characters	likewise
   1 in	another	language
   1 in	all	however
   1 in	agreement	with
   1 in	addition	there
   1 in	accordance	with
   1 in	a	target
   1 in	a	running
   1 in	a	reasonable
   1 in	a	query
   1 in	a	performance
   1 in	a	language
   1 in	a	file
   1 in	a	dictionary
   1 in	a	desired
   1 in	a	decrease
   1 improves	fite-trt	effectiveness
   1 improvements	were	smaller
   1 improvements	are	smaller
   1 improvement	percentages	were
   1 improvement	percentages	are
   1 improved	by	using
   1 improved	by	50
   1 improve	the	rules
   1 important	when	a
   1 important	to	avoid
   1 important	rules	table
   1 important	numerical	factors
   1 important	issue	is
   1 important	from	the
   1 imply	the	supplementation
   1 implementation	overall	the
   1 implementation	is	developed
   1 illustrates	the	case
   1 iii	illustrates	the
   1 ii	trt-frank	trtspa-
   1 ii	shows	the
   1 ii	is	an
   1 ii	in	the
   1 if	tw	does
   1 if	trt	fails
   1 if	they	share
   1 if	these	steps
   1 if	there	were
   1 if	there	is
   1 if	the	trt
   1 if	the	three
   1 if	the	length
   1 if	the	frequency
   1 if	t	is
   1 if	sw	does
   1 if	s	is
   1 if	not	the
   1 if	it	just
   1 if	fite-trt	will
   1 if	fite	identifies
   1 if	dft	twi
   1 if	a	direct
   1 if	5	len
   1 if	4	len
   1 identify	the	translation
   1 identify	equivalents	for
   1 identifies	the	correct
   1 identifies	equivalents	the
   1 identifies	correct	equivalents
   1 identifies	10	translation
   1 identified	using	fite
   1 identified	using	an
   1 identified	on	the
   1 identified	native	source
   1 identifications	one	wrong
   1 identification	we	used
   1 identification	technique	called
   1 identification	of	spelling
   1 identification	of	fite
   1 identification	of	derivatives
   1 identification	of	correct
   1 identification	may	result
   1 identification	and	seven
   1 identical	in	cases
   1 identical	also	in
   1 idea	of	trt
   1 idea	is	to
   1 i	shows	the
   1 i	each	rule
   1 i	also	shows
   1 http	//www	gnu
   1 http	//trec	nist
   1 http	//members	interfold
   1 however	we	investigate
   1 however	the	sum
   1 however	the	results
   1 however	it	shows
   1 however	in	many
   1 however	important	to
   1 however	high	translation
